Year,Value,Units,Series
2011,100.0,,
2012,100.0,,
2013,100.0,,
2014,100.0,,
2015,100.0,,
2016,100.0,,
2017,100.0,,
2018,100.0,,
2019,100.0,,
2020,100.0,,
2021,100.0,,
2022,100.0,,
2011,100.0,PCT,SG_REG_BRTH
2012,100.0,PCT,SG_REG_BRTH
2013,100.0,PCT,SG_REG_BRTH
2014,100.0,PCT,SG_REG_BRTH
2015,100.0,PCT,SG_REG_BRTH
2016,100.0,PCT,SG_REG_BRTH
2017,100.0,PCT,SG_REG_BRTH
2018,100.0,PCT,SG_REG_BRTH
2019,100.0,PCT,SG_REG_BRTH
2020,100.0,PCT,SG_REG_BRTH
2021,100.0,PCT,SG_REG_BRTH
2022,100.0,PCT,SG_REG_BRTH
