Year,Value,Units,Series
2007,2.0708435581234,NO,SH_STA_SCIDEN
2008,4.12694482274772,NO,SH_STA_SCIDEN
2009,0.0,NO,SH_STA_SCIDEN
2010,14.4417738624524,NO,SH_STA_SCIDEN
2011,2.06930088669543,NO,SH_STA_SCIDEN
2012,6.23273014356055,NO,SH_STA_SCIDEN
2013,6.23603388245076,NO,SH_STA_SCIDEN
2014,0.0,NO,SH_STA_SCIDEN
2015,4.09257402443267,NO,SH_STA_SCIDEN
2016,4.04322204364658,NO,SH_STA_SCIDEN
2017,3.98863239766665,NO,SH_STA_SCIDEN
2018,5.89651614171294,NO,SH_STA_SCIDEN
2019,1.93455403693064,NO,SH_STA_SCIDEN
2020,7.61912018209697,NO,SH_STA_SCIDEN
2021,3.75414128710734,NO,SH_STA_SCIDEN
