Year,Value,Units,Series
1998,56.614478501087,PCT,SL_EMP_GTOTL
1999,57.021736367103,PCT,SL_EMP_GTOTL
2000,57.110230012985,PCT,SL_EMP_GTOTL
2001,57.997038325722,PCT,SL_EMP_GTOTL
2002,60.262255997616,PCT,SL_EMP_GTOTL
2003,61.151369980696,PCT,SL_EMP_GTOTL
2004,61.089497929006,PCT,SL_EMP_GTOTL
2005,61.523737325879,PCT,SL_EMP_GTOTL
2006,58.678856876162,PCT,SL_EMP_GTOTL
2007,59.406733737012,PCT,SL_EMP_GTOTL
2008,61.294973096891,PCT,SL_EMP_GTOTL
2009,61.038760571619,PCT,SL_EMP_GTOTL
2010,58.824022814964,PCT,SL_EMP_GTOTL
2011,58.054205135067,PCT,SL_EMP_GTOTL
2012,57.686973220954,PCT,SL_EMP_GTOTL
2013,55.122613098587,PCT,SL_EMP_GTOTL
2014,53.784821581432,PCT,SL_EMP_GTOTL
2015,53.580874285384,PCT,SL_EMP_GTOTL
2016,51.836499772946,PCT,SL_EMP_GTOTL
2017,52.489708797073,PCT,SL_EMP_GTOTL
2018,54.044241810199,PCT,SL_EMP_GTOTL
2019,54.294409533034,PCT,SL_EMP_GTOTL
2020,56.235473834158,PCT,SL_EMP_GTOTL
2021,54.430412797326,PCT,SL_EMP_GTOTL
2022,53.013436768499,PCT,SL_EMP_GTOTL
