Year,Value,Units,Series
1993,6.3,L,SH_ALC_CONSPT
1994,6.3,L,SH_ALC_CONSPT
1995,6.3,L,SH_ALC_CONSPT
1996,6.7,L,SH_ALC_CONSPT
1997,6.6,L,SH_ALC_CONSPT
1998,6.6,L,SH_ALC_CONSPT
1999,6.6,L,SH_ALC_CONSPT
2000,6.8,L,SH_ALC_CONSPT
2001,7.0,L,SH_ALC_CONSPT
2002,7.1,L,SH_ALC_CONSPT
2003,7.0,L,SH_ALC_CONSPT
2004,6.8,L,SH_ALC_CONSPT
2005,6.6,L,SH_ALC_CONSPT
2006,6.9,L,SH_ALC_CONSPT
2007,7.2,L,SH_ALC_CONSPT
2008,7.0,L,SH_ALC_CONSPT
2009,6.9,L,SH_ALC_CONSPT
2010,6.7,L,SH_ALC_CONSPT
2011,6.4,L,SH_ALC_CONSPT
2012,6.6,L,SH_ALC_CONSPT
2013,6.3,L,SH_ALC_CONSPT
2014,6.3,L,SH_ALC_CONSPT
2015,6.4,L,SH_ALC_CONSPT
2016,6.3,L,SH_ALC_CONSPT
2017,6.5,L,SH_ALC_CONSPT
2018,6.4,L,SH_ALC_CONSPT
2019,6.4,L,SH_ALC_CONSPT
2020,6.5,L,SH_ALC_CONSPT
2021,6.7,L,SH_ALC_CONSPT
2022,6.5,L,SH_ALC_CONSPT
