Year,Value,Units,Series
2009,1.0,NO,PERS
2009,3.64723904004668,NO,PR_EMP
2010,0.0,NO,PERS
2010,0.0,NO,PR_EMP
2011,0.0,NO,PERS
2011,0.0,NO,PR_EMP
2012,1.0,NO,PERS
2012,3.5988051966747,NO,PR_EMP
2013,1.0,NO,PERS
2013,3.64896916621055,NO,PR_EMP
2014,1.0,NO,PERS
2014,3.59776938298255,NO,PR_EMP
2015,0.0,NO,PERS
2015,0.0,NO,PR_EMP
2016,2.0,NO,PERS
2016,6.99863526612311,NO,PR_EMP
2017,0.0,NO,PERS
2017,0.0,NO,PR_EMP
2018,1.0,NO,PERS
2018,3.28180893308392,NO,PR_EMP
2019,1.0,NO,PERS
2019,3.2044092671516,NO,PR_EMP
2020,3.0,NO,PERS
2020,9.60338038989724,NO,PR_EMP
2021,0.0,NO,PERS
2021,0.0,NO,PR_EMP
