Year,Value,Units,Series
2005,13.1811964581384,PCT,SL_TLF_MANF
2006,12.1736712204957,PCT,SL_TLF_MANF
2007,11.9200848656294,PCT,SL_TLF_MANF
2008,10.8703178010109,PCT,SL_TLF_MANF
2009,11.0547815303815,PCT,SL_TLF_MANF
2010,10.3872972563286,PCT,SL_TLF_MANF
2011,9.1311501096835,PCT,SL_TLF_MANF
2012,9.4936481088279,PCT,SL_TLF_MANF
2013,9.618682722131,PCT,SL_TLF_MANF
2014,10.0809498111171,PCT,SL_TLF_MANF
2015,10.1529951335644,PCT,SL_TLF_MANF
2016,10.4139692759912,PCT,SL_TLF_MANF
2017,11.3040494166095,PCT,SL_TLF_MANF
2018,10.5542975287979,PCT,SL_TLF_MANF
2019,11.0936648828788,PCT,SL_TLF_MANF
2020,11.1687313934505,PCT,SL_TLF_MANF
2021,10.5258113979044,PCT,SL_TLF_MANF
2022,10.4396969320581,PCT,SL_TLF_MANF
