Year,Value,Units,Series
2011,1.22921357571336,PCT,ST_GDP_ZS
2012,1.21531991222284,PCT,ST_GDP_ZS
2013,1.27661880175468,PCT,ST_GDP_ZS
2014,1.38188549339657,PCT,ST_GDP_ZS
2015,1.7136936816595,PCT,ST_GDP_ZS
2016,1.66941737108622,PCT,ST_GDP_ZS
2017,1.78173647685653,PCT,ST_GDP_ZS
2018,1.88333796703894,PCT,ST_GDP_ZS
2019,1.93337767579276,PCT,ST_GDP_ZS
2020,0.5760197626352,PCT,ST_GDP_ZS
2021,0.93219944823902,PCT,ST_GDP_ZS
2022,1.3774815049499,PCT,ST_GDP_ZS
2011,1.23,,
2012,1.22,,
2013,1.28,,
2014,1.38,,
2015,1.71,,
2016,1.67,,
2017,1.78,,
2018,1.88,,
2019,1.93,,
2020,0.58,,
2021,0.93,,
2022,1.38,,
