Year,Value,Units,Series
1998,16805.0795077822,DKKPRCAP,NV_IND_MANFPC
1998,10.1003687843625,PCT,NV_IND_MANF
1999,18931.8772058334,DKKPRCAP,NV_IND_MANFPC
1999,10.8414897673827,PCT,NV_IND_MANF
2000,19860.2805322022,DKKPRCAP,NV_IND_MANFPC
2000,10.5302819514005,PCT,NV_IND_MANF
2001,23365.962156296,DKKPRCAP,NV_IND_MANFPC
2001,11.2595400084915,PCT,NV_IND_MANF
2002,23988.4973622168,DKKPRCAP,NV_IND_MANFPC
2002,11.2700541399692,PCT,NV_IND_MANF
2003,21788.4209867006,DKKPRCAP,NV_IND_MANFPC
2003,10.5474869369233,PCT,NV_IND_MANF
2004,20589.9735600601,DKKPRCAP,NV_IND_MANFPC
2004,9.6088336623698,PCT,NV_IND_MANF
2005,20052.2723972702,DKKPRCAP,NV_IND_MANFPC
2005,9.1604283142234,PCT,NV_IND_MANF
2006,22242.742420784,DKKPRCAP,NV_IND_MANFPC
2006,8.9334677923442,PCT,NV_IND_MANF
2007,23584.1143271372,DKKPRCAP,NV_IND_MANFPC
2007,8.9429744991322,PCT,NV_IND_MANF
2008,23242.9029894641,DKKPRCAP,NV_IND_MANFPC
2008,8.8721176646683,PCT,NV_IND_MANF
2009,21843.650221444,DKKPRCAP,NV_IND_MANFPC
2009,8.61490466248,PCT,NV_IND_MANF
2010,22185.9942012237,DKKPRCAP,NV_IND_MANFPC
2010,8.1979838648183,PCT,NV_IND_MANF
2011,22215.3215538925,DKKPRCAP,NV_IND_MANFPC
2011,7.9768966593818,PCT,NV_IND_MANF
2012,24185.0989522701,DKKPRCAP,NV_IND_MANFPC
2012,8.2748319641524,PCT,NV_IND_MANF
2013,24205.4247441551,DKKPRCAP,NV_IND_MANFPC
2013,7.7022867922031,PCT,NV_IND_MANF
2014,30725.9623835472,DKKPRCAP,NV_IND_MANFPC
2014,9.084794678015,PCT,NV_IND_MANF
2015,33048.4097167484,DKKPRCAP,NV_IND_MANFPC
2015,9.3214760062366,PCT,NV_IND_MANF
2016,31710.5236544568,DKKPRCAP,NV_IND_MANFPC
2016,8.2785058770105,PCT,NV_IND_MANF
2017,36255.174821686895,DKKPRCAP,NV_IND_MANFPC
2017,9.2351476342938,PCT,NV_IND_MANF
2018,35604.5338812265,DKKPRCAP,NV_IND_MANFPC
2018,8.9938812404394,PCT,NV_IND_MANF
2019,43897.8606469342,DKKPRCAP,NV_IND_MANFPC
2019,10.4125258775413,PCT,NV_IND_MANF
2020,44132.3322026146,DKKPRCAP,NV_IND_MANFPC
2020,10.8515144699355,PCT,NV_IND_MANF
2021,46547.9009283271,DKKPRCAP,NV_IND_MANFPC
2021,10.7790320194258,PCT,NV_IND_MANF
2022,48501.83269150471,DKKPRCAP,NV_IND_MANFPC
2022,10.3861729651105,PCT,NV_IND_MANF
