Year,Value,Units,Series
2002,0.0,VC_IHR_PSRC,CRIM
2003,0.0,VC_IHR_PSRC,CRIM
2004,0.0,VC_IHR_PSRC,CRIM
2005,0.0,VC_IHR_PSRC,CRIM
2006,0.0,VC_IHR_PSRC,CRIM
2007,0.0,VC_IHR_PSRC,CRIM
2007,0.0,VC_IHR_PSRC,HEALTH
2008,0.0,VC_IHR_PSRC,CRIM
2008,0.0,VC_IHR_PSRC,HEALTH
2009,0.0,VC_IHR_PSRC,CRIM
2009,0.0,VC_IHR_PSRC,HEALTH
2010,0.0,VC_IHR_PSRC,CRIM
2010,0.0,VC_IHR_PSRC,HEALTH
2011,4.13860177339086,VC_IHR_PSRC,CRIM
2011,0.0,VC_IHR_PSRC,HEALTH
2012,0.0,VC_IHR_PSRC,CRIM
2012,0.0,VC_IHR_PSRC,HEALTH
2013,2.07867796081692,VC_IHR_PSRC,CRIM
2013,2.07867796081692,VC_IHR_PSRC,HEALTH
2014,2.06675622610313,VC_IHR_PSRC,CRIM
2014,4.13351245220626,VC_IHR_PSRC,HEALTH
2015,0.0,VC_IHR_PSRC,CRIM
2015,0.0,VC_IHR_PSRC,HEALTH
2016,0.0,VC_IHR_PSRC,CRIM
2016,0.0,VC_IHR_PSRC,HEALTH
2017,0.0,VC_IHR_PSRC,CRIM
2017,0.0,VC_IHR_PSRC,HEALTH
2018,0.0,VC_IHR_PSRC,CRIM
2018,0.0,VC_IHR_PSRC,HEALTH
2019,0.0,VC_IHR_PSRC,CRIM
2019,0.0,VC_IHR_PSRC,HEALTH
2020,0.0,VC_IHR_PSRC,CRIM
2020,0.0,VC_IHR_PSRC,HEALTH
2021,0.0,VC_IHR_PSRC,HEALTH
