Year,Value,Units,Series
2000,3.65506,PCT,TM_TAX_DMFN
2000,3.42459,PCT,TM_TAX_DPRF
2005,3.6273,PCT,TM_TAX_DMFN
2005,1.99135,PCT,TM_TAX_DPRF
2010,3.63485,PCT,TM_TAX_DMFN
2010,1.99218,PCT,TM_TAX_DPRF
2011,3.70643,PCT,TM_TAX_DMFN
2011,2.01586,PCT,TM_TAX_DPRF
2012,3.77731,PCT,TM_TAX_DMFN
2012,2.33854,PCT,TM_TAX_DPRF
2013,3.50824,PCT,TM_TAX_DMFN
2013,2.23448,PCT,TM_TAX_DPRF
2014,3.5094,PCT,TM_TAX_DMFN
2014,2.23841,PCT,TM_TAX_DPRF
2015,3.51769,PCT,TM_TAX_DMFN
2015,2.2445,PCT,TM_TAX_DPRF
2016,3.74558,PCT,TM_TAX_DMFN
2016,2.27181,PCT,TM_TAX_DPRF
2017,3.41307,PCT,TM_TAX_DMFN
2017,1.86034,PCT,TM_TAX_DPRF
2018,3.41989,PCT,TM_TAX_DMFN
2018,1.86302,PCT,TM_TAX_DPRF
2019,3.42533,PCT,TM_TAX_DMFN
2019,1.86288,PCT,TM_TAX_DPRF
2020,3.61779,PCT,TM_TAX_DMFN
2020,1.90099,PCT,TM_TAX_DPRF
2021,3.60495,PCT,TM_TAX_DMFN
2021,1.90874,PCT,TM_TAX_DPRF
