Year,Value,Units,Series
2009,0.5570583926424,PCT,NY_GDP_P_EMPL_CAP
2010,3.50864598744762,PCT,NY_GDP_P_EMPL_CAP
2011,7.0553584911996,PCT,NY_GDP_P_EMPL_CAP
2012,-1.62392092054314,PCT,NY_GDP_P_EMPL_CAP
2013,7.33167927297485,PCT,NY_GDP_P_EMPL_CAP
2014,3.95279199081768,PCT,NY_GDP_P_EMPL_CAP
2015,-1.75654995031878,PCT,NY_GDP_P_EMPL_CAP
2016,1.33677828546925,PCT,NY_GDP_P_EMPL_CAP
2017,1.51210757677327,PCT,NY_GDP_P_EMPL_CAP
2018,-1.7250994227059,PCT,NY_GDP_P_EMPL_CAP
2019,2.07302678719263,PCT,NY_GDP_P_EMPL_CAP
2020,-1.73808003039708,PCT,NY_GDP_P_EMPL_CAP
2021,5.28530961572886,PCT,NY_GDP_P_EMPL_CAP
2022,0.66196028959682,PCT,NY_GDP_P_EMPL_CAP
2023,2.43498425213842,PCT,NY_GDP_P_EMPL_CAP
