Year,Value,Units,Series
1985,0.0,PCT,SP_DYN_MRBF15
1985,0.470035252643948,PCT,SP_DYN_MRBF18
1986,0.0,PCT,SP_DYN_MRBF15
1986,0.510493477027794,PCT,SP_DYN_MRBF18
1987,0.0,PCT,SP_DYN_MRBF15
1987,0.435492651061513,PCT,SP_DYN_MRBF18
1988,0.0,PCT,SP_DYN_MRBF15
1988,0.261917234154007,PCT,SP_DYN_MRBF18
1989,0.0,PCT,SP_DYN_MRBF15
1989,0.203148806500762,PCT,SP_DYN_MRBF18
1990,0.0,PCT,SP_DYN_MRBF15
1990,0.367068694284216,PCT,SP_DYN_MRBF18
1991,0.0,PCT,SP_DYN_MRBF15
1991,0.345622119815668,PCT,SP_DYN_MRBF18
1992,0.0,PCT,SP_DYN_MRBF15
1992,0.181708055723804,PCT,SP_DYN_MRBF18
1993,0.0,PCT,SP_DYN_MRBF15
1993,0.275292498279422,PCT,SP_DYN_MRBF18
1994,0.0,PCT,SP_DYN_MRBF15
1994,0.327600327600328,PCT,SP_DYN_MRBF18
1995,0.0,PCT,SP_DYN_MRBF15
1995,0.26857654431513,PCT,SP_DYN_MRBF18
1996,0.0,PCT,SP_DYN_MRBF15
1996,0.434782608695652,PCT,SP_DYN_MRBF18
1997,0.0,PCT,SP_DYN_MRBF15
1997,0.327332242225859,PCT,SP_DYN_MRBF18
1998,0.0,PCT,SP_DYN_MRBF15
1998,0.31496062992126,PCT,SP_DYN_MRBF18
1999,0.0,PCT,SP_DYN_MRBF15
1999,0.231124807395994,PCT,SP_DYN_MRBF18
2000,0.0,PCT,SP_DYN_MRBF15
2000,0.153727901614143,PCT,SP_DYN_MRBF18
2001,0.0,PCT,SP_DYN_MRBF15
2001,0.149700598802395,PCT,SP_DYN_MRBF18
2002,0.0,PCT,SP_DYN_MRBF15
2002,0.145666423889294,PCT,SP_DYN_MRBF18
2003,0.0,PCT,SP_DYN_MRBF15
2003,0.071994240460763,PCT,SP_DYN_MRBF18
2004,0.0,PCT,SP_DYN_MRBF15
2004,0.074571215510813,PCT,SP_DYN_MRBF18
2005,0.0,PCT,SP_DYN_MRBF15
2005,0.0,PCT,SP_DYN_MRBF18
2006,0.0,PCT,SP_DYN_MRBF15
2006,0.0,PCT,SP_DYN_MRBF18
2007,0.0,PCT,SP_DYN_MRBF15
2007,0.0,PCT,SP_DYN_MRBF18
2008,0.0,PCT,SP_DYN_MRBF15
2008,0.0,PCT,SP_DYN_MRBF18
2009,0.0,PCT,SP_DYN_MRBF15
2009,0.0,PCT,SP_DYN_MRBF18
2010,0.0,PCT,SP_DYN_MRBF15
2010,0.0,PCT,SP_DYN_MRBF18
2011,0.0,PCT,SP_DYN_MRBF15
2011,0.0,PCT,SP_DYN_MRBF18
2012,0.0,PCT,SP_DYN_MRBF15
2012,0.0,PCT,SP_DYN_MRBF18
2013,0.0,PCT,SP_DYN_MRBF15
2013,0.0,PCT,SP_DYN_MRBF18
2014,0.0,PCT,SP_DYN_MRBF15
2014,0.0,PCT,SP_DYN_MRBF18
2015,0.0,PCT,SP_DYN_MRBF15
2015,0.0,PCT,SP_DYN_MRBF18
2016,0.0,PCT,SP_DYN_MRBF15
2016,0.0,PCT,SP_DYN_MRBF18
2017,0.0,PCT,SP_DYN_MRBF15
2017,0.072306579898771,PCT,SP_DYN_MRBF18
2018,0.0,PCT,SP_DYN_MRBF15
2018,0.073260073260073,PCT,SP_DYN_MRBF18
2019,0.0,PCT,SP_DYN_MRBF15
2019,0.07496251874063,PCT,SP_DYN_MRBF18
2020,0.0,PCT,SP_DYN_MRBF15
2020,0.141143260409315,PCT,SP_DYN_MRBF18
2021,0.0,PCT,SP_DYN_MRBF15
2021,0.13986013986014,PCT,SP_DYN_MRBF18
2022,0.0,PCT,SP_DYN_MRBF15
2022,0.071530758226037,PCT,SP_DYN_MRBF18
2023,0.0,PCT,SP_DYN_MRBF15
2023,0.070521861777151,PCT,SP_DYN_MRBF18
2024,0.0,PCT,SP_DYN_MRBF15
2024,0.069348127600555,PCT,SP_DYN_MRBF18
2025,0.0,PCT,SP_DYN_MRBF15
2025,0.0,PCT,SP_DYN_MRBF18
