Year,Value,Units,Series
1998,57.9327368259905,PCT,TOT_GOV_SPEND
1999,59.0791532602041,PCT,TOT_GOV_SPEND
2000,57.4425414330342,PCT,TOT_GOV_SPEND
2001,57.686316104582,PCT,TOT_GOV_SPEND
2002,57.595412829352,PCT,TOT_GOV_SPEND
2003,59.758717493869,PCT,TOT_GOV_SPEND
2004,59.6353850736043,PCT,TOT_GOV_SPEND
2005,61.0903106995563,PCT,TOT_GOV_SPEND
2006,60.4749009823648,PCT,TOT_GOV_SPEND
2007,61.983232652845,PCT,TOT_GOV_SPEND
2008,62.6495998388496,PCT,TOT_GOV_SPEND
2009,65.4307791615846,PCT,TOT_GOV_SPEND
2010,67.4228703921674,PCT,TOT_GOV_SPEND
2011,66.5579057067,PCT,TOT_GOV_SPEND
2012,65.2055485230558,PCT,TOT_GOV_SPEND
2013,64.1417331765973,PCT,TOT_GOV_SPEND
2014,64.5460380147189,PCT,TOT_GOV_SPEND
2015,63.8642966717478,PCT,TOT_GOV_SPEND
2016,63.75930238174,PCT,TOT_GOV_SPEND
2017,62.6383111632433,PCT,TOT_GOV_SPEND
2018,61.0880099757715,PCT,TOT_GOV_SPEND
2019,60.7495405493263,PCT,TOT_GOV_SPEND
2020,61.6813480576337,PCT,TOT_GOV_SPEND
2021,62.5078928869652,PCT,TOT_GOV_SPEND
2022,61.9143356996597,PCT,TOT_GOV_SPEND
2023,60.3946672935885,PCT,TOT_GOV_SPEND
2024,61.311630741748,PCT,TOT_GOV_SPEND
