Year,Value,Units,Series
1998,73.75011820011619,PCT,TG_VAL_TOTL_GD_ZS
1999,82.43294775645101,PCT,TG_VAL_TOTL_GD_ZS
2000,93.08337970691889,PCT,TG_VAL_TOTL_GD_ZS
2001,86.3700850186917,PCT,TG_VAL_TOTL_GD_ZS
2002,79.73575721452339,PCT,TG_VAL_TOTL_GD_ZS
2003,87.32906825141751,PCT,TG_VAL_TOTL_GD_ZS
2004,70.89188247590289,PCT,TG_VAL_TOTL_GD_ZS
2005,75.3861461195869,PCT,TG_VAL_TOTL_GD_ZS
2006,70.9201830198271,PCT,TG_VAL_TOTL_GD_ZS
2007,75.2444454916005,PCT,TG_VAL_TOTL_GD_ZS
2008,73.7279122714417,PCT,TG_VAL_TOTL_GD_ZS
2009,67.6892329940125,PCT,TG_VAL_TOTL_GD_ZS
2010,69.3584053926278,PCT,TG_VAL_TOTL_GD_ZS
2011,79.63516346282499,PCT,TG_VAL_TOTL_GD_ZS
2012,86.82243323020019,PCT,TG_VAL_TOTL_GD_ZS
2013,82.34106628718929,PCT,TG_VAL_TOTL_GD_ZS
2014,76.3194903025412,PCT,TG_VAL_TOTL_GD_ZS
2015,75.3681353583184,PCT,TG_VAL_TOTL_GD_ZS
2016,77.2797837175656,PCT,TG_VAL_TOTL_GD_ZS
2017,81.22071453981809,PCT,TG_VAL_TOTL_GD_ZS
2018,77.8289329916364,PCT,TG_VAL_TOTL_GD_ZS
2019,80.76638834443409,PCT,TG_VAL_TOTL_GD_ZS
2020,76.6114672364672,PCT,TG_VAL_TOTL_GD_ZS
2021,83.4054256346879,PCT,TG_VAL_TOTL_GD_ZS
2022,97.8984433060571,PCT,TG_VAL_TOTL_GD_ZS
1998,4.26601105002229,PCT,BN_RMT_ZS
1999,4.31041057582306,PCT,BN_RMT_ZS
2000,3.90697458727509,PCT,BN_RMT_ZS
2001,3.24437954994978,PCT,BN_RMT_ZS
2002,2.96726766999454,PCT,BN_RMT_ZS
2003,3.44440738607077,PCT,BN_RMT_ZS
2004,2.85390779235861,PCT,BN_RMT_ZS
2005,3.66246564957832,PCT,BN_RMT_ZS
2006,3.57872102811138,PCT,BN_RMT_ZS
2007,3.81688382065358,PCT,BN_RMT_ZS
2008,4.51720144638679,PCT,BN_RMT_ZS
2009,5.25473437918904,PCT,BN_RMT_ZS
2010,5.37813972640344,PCT,BN_RMT_ZS
2011,6.11926319075866,PCT,BN_RMT_ZS
2012,6.49098474341193,PCT,BN_RMT_ZS
2013,6.69424496144554,PCT,BN_RMT_ZS
2014,6.30701690023724,PCT,BN_RMT_ZS
2015,5.96177166945776,PCT,BN_RMT_ZS
2016,5.64520387365219,PCT,BN_RMT_ZS
2017,5.19794684149006,PCT,BN_RMT_ZS
2018,5.16965651508831,PCT,BN_RMT_ZS
2019,4.77891054977439,PCT,BN_RMT_ZS
2020,4.44219523166892,PCT,BN_RMT_ZS
2021,4.12536227469343,PCT,BN_RMT_ZS
2022,3.91498392436303,PCT,BN_RMT_ZS
1998,19.3942750618018,PCT,BN_CAB_XOKA_GD_ZS
1999,14.8328460658447,PCT,BN_CAB_XOKA_GD_ZS
2000,9.27239844184752,PCT,BN_CAB_XOKA_GD_ZS
2001,12.5394803607858,PCT,BN_CAB_XOKA_GD_ZS
2002,10.0759946356728,PCT,BN_CAB_XOKA_GD_ZS
2003,-3.49898426366696,PCT,BN_CAB_XOKA_GD_ZS
2004,5.25393876050014,PCT,BN_CAB_XOKA_GD_ZS
2005,-5.68748223254051,PCT,BN_CAB_XOKA_GD_ZS
2006,-3.11450407127439,PCT,BN_CAB_XOKA_GD_ZS
2007,-3.44304910900109,PCT,BN_CAB_XOKA_GD_ZS
2008,-4.74802461063362,PCT,BN_CAB_XOKA_GD_ZS
2009,-5.66988114291286,PCT,BN_CAB_XOKA_GD_ZS
2010,4.03608302450778,PCT,BN_CAB_XOKA_GD_ZS
2011,12.0378216850274,PCT,BN_CAB_XOKA_GD_ZS
2012,-1.31299121590384,PCT,BN_CAB_XOKA_GD_ZS
2013,7.71287685739815,PCT,BN_CAB_XOKA_GD_ZS
2014,9.31897669185805,PCT,BN_CAB_XOKA_GD_ZS
2015,8.50262747589074,PCT,BN_CAB_XOKA_GD_ZS
2016,12.6368926297114,PCT,BN_CAB_XOKA_GD_ZS
2017,14.8056106113737,PCT,BN_CAB_XOKA_GD_ZS
2018,5.98863658938753,PCT,BN_CAB_XOKA_GD_ZS
2019,10.1361927538294,PCT,BN_CAB_XOKA_GD_ZS
2020,6.51006522717049,PCT,BN_CAB_XOKA_GD_ZS
2021,6.14452693234928,PCT,BN_CAB_XOKA_GD_ZS
2022,5.06630951860521,PCT,BN_CAB_XOKA_GD_ZS
2003,61.5461866968273,PCT,DT_DOD_DECT_GN_ZS
2004,59.75203915171289,PCT,DT_DOD_DECT_GN_ZS
2005,75.2482139586005,PCT,DT_DOD_DECT_GN_ZS
2006,84.23552752552541,PCT,DT_DOD_DECT_GN_ZS
2007,107.94207852053,PCT,DT_DOD_DECT_GN_ZS
2008,118.353637530926,PCT,DT_DOD_DECT_GN_ZS
2009,140.353093726103,PCT,DT_DOD_DECT_GN_ZS
2010,144.096414564561,PCT,DT_DOD_DECT_GN_ZS
2011,127.917424851537,PCT,DT_DOD_DECT_GN_ZS
2012,131.256127160986,PCT,DT_DOD_DECT_GN_ZS
2013,133.704043079318,PCT,DT_DOD_DECT_GN_ZS
2014,131.212965367454,PCT,DT_DOD_DECT_GN_ZS
2015,133.202516628527,PCT,DT_DOD_DECT_GN_ZS
2016,119.31500359157,PCT,DT_DOD_DECT_GN_ZS
2017,109.876391456555,PCT,DT_DOD_DECT_GN_ZS
2018,114.256742074893,PCT,DT_DOD_DECT_GN_ZS
