Year,Value,Units,Series
2007,8.28337423249361,NO,SH_STA_POISN
2008,2.06347241137386,NO,SH_STA_POISN
2009,0.0,NO,SH_STA_POISN
2010,2.06311055177892,NO,SH_STA_POISN
2011,0.0,NO,SH_STA_POISN
2012,0.0,NO,SH_STA_POISN
2013,0.0,NO,SH_STA_POISN
2014,0.0,NO,SH_STA_POISN
2015,2.04628701221633,NO,SH_STA_POISN
2016,0.0,NO,SH_STA_POISN
2017,0.0,NO,SH_STA_POISN
2018,3.93101076114196,NO,SH_STA_POISN
2019,0.0,NO,SH_STA_POISN
2020,0.0,NO,SH_STA_POISN
2021,3.75414128710734,NO,SH_STA_POISN
2007,8.3,,
2008,2.1,,
2009,0.0,,
2010,2.1,,
2011,0.0,,
2012,0.0,,
2013,0.0,,
2014,0.0,,
2015,2.0,,
2016,0.0,,
2017,0.0,,
2018,3.9,,
2019,0.0,,
2020,0.0,,
2021,3.8,,
