Year,Series,flokkur,eind,Value
2012,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Mikladals kommuna,Tal av sætum,
2015,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Mikladals kommuna,Tal av sætum,
2016,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Mikladals kommuna,Tal av sætum,
2019,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Mikladals kommuna,Tal av sætum,
2020,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Mikladals kommuna,Tal av sætum,
2022,Kommunustýri,Mikladals kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Mikladals kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Mikladals kommuna,Tal av sætum,
1984,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Mykines kommuna,Tal av sætum,
1988,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Mykines kommuna,Tal av sætum,
1990,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Mykines kommuna,Tal av sætum,
1992,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,33.3
1992,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,1.0
1992,Kommunustýri,Mykines kommuna,Tal av sætum,3.0
1994,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Mykines kommuna,Tal av sætum,
1996,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,33.3
1996,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Mykines kommuna,Tal av sætum,3.0
1998,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Mykines kommuna,Tal av sætum,
2000,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,33.3
2000,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,1.0
2000,Kommunustýri,Mykines kommuna,Tal av sætum,3.0
2002,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Mykines kommuna,Tal av sætum,
2004,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Mykines kommuna,Tal av sætum,
2008,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Mykines kommuna,Tal av sætum,
2011,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Mykines kommuna,Tal av sætum,
2012,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Mykines kommuna,Tal av sætum,
2015,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Mykines kommuna,Tal av sætum,
2016,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Mykines kommuna,Tal av sætum,
2019,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Mykines kommuna,Tal av sætum,
2020,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Mykines kommuna,Tal av sætum,
2022,Kommunustýri,Mykines kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Mykines kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Mykines kommuna,Tal av sætum,
1984,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Nes kommuna,Tal av sætum,
1988,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Nes kommuna,Tal av sætum,
1990,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Nes kommuna,Tal av sætum,
1992,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,14.3
1992,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,1.0
1992,Kommunustýri,Nes kommuna,Tal av sætum,7.0
1994,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Nes kommuna,Tal av sætum,
1996,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,28.6
1996,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,2.0
1996,Kommunustýri,Nes kommuna,Tal av sætum,7.0
1998,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Nes kommuna,Tal av sætum,
2000,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,28.6
2000,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,2.0
2000,Kommunustýri,Nes kommuna,Tal av sætum,7.0
2002,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Nes kommuna,Tal av sætum,
2004,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,28.6
2004,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,2.0
2004,Kommunustýri,Nes kommuna,Tal av sætum,7.0
2008,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Nes kommuna,Tal av sætum,
2011,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Nes kommuna,Tal av sætum,
2012,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,28.6
2012,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,2.0
2012,Kommunustýri,Nes kommuna,Tal av sætum,7.0
2015,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Nes kommuna,Tal av sætum,
2016,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,14.3
2016,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,1.0
2016,Kommunustýri,Nes kommuna,Tal av sætum,7.0
2019,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Nes kommuna,Tal av sætum,
2020,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,28.6
2020,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,2.0
2020,Kommunustýri,Nes kommuna,Tal av sætum,7.0
2022,Kommunustýri,Nes kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Nes kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Nes kommuna,Tal av sætum,
1984,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
1988,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
1990,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
1992,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,33.3
1992,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,1.0
1992,Kommunustýri,Nólsoyar kommuna,Tal av sætum,3.0
1994,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
1996,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,0.0
1996,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,0.0
1996,Kommunustýri,Nólsoyar kommuna,Tal av sætum,4.0
1998,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2000,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,25.0
2000,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,1.0
2000,Kommunustýri,Nólsoyar kommuna,Tal av sætum,4.0
2002,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2004,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2008,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2011,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2012,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2015,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2016,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2019,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2020,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
2022,Kommunustýri,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Nólsoyar kommuna,Tal av sætum,
1984,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
1988,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
1990,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
1992,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,0.0
1992,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,0.0
1992,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,4.0
1994,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
1996,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,0.0
1996,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,0.0
1996,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,3.0
1998,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2000,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,75.0
2000,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,3.0
2000,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,4.0
2002,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2004,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2004,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2004,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2008,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2011,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2012,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2012,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2012,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2015,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2016,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2016,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2016,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2019,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2020,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2020,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2020,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
2022,Kommunustýri,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Oyndarfjarðar kommuna,Tal av sætum,
1984,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Porkeris kommuna,Tal av sætum,
1988,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Porkeris kommuna,Tal av sætum,
1990,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Porkeris kommuna,Tal av sætum,
1992,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,0.0
1992,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,0.0
1992,Kommunustýri,Porkeris kommuna,Tal av sætum,5.0
1994,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Porkeris kommuna,Tal av sætum,
1996,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,20.0
1996,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,1.0
1996,Kommunustýri,Porkeris kommuna,Tal av sætum,5.0
1998,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Porkeris kommuna,Tal av sætum,
2000,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,20.0
2000,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,1.0
2000,Kommunustýri,Porkeris kommuna,Tal av sætum,5.0
2002,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Porkeris kommuna,Tal av sætum,
2004,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,20.0
2004,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,1.0
2004,Kommunustýri,Porkeris kommuna,Tal av sætum,5.0
2008,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Porkeris kommuna,Tal av sætum,
2011,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Porkeris kommuna,Tal av sætum,
2012,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,20.0
2012,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,1.0
2012,Kommunustýri,Porkeris kommuna,Tal av sætum,5.0
2015,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Porkeris kommuna,Tal av sætum,
2016,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,40.0
2016,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,2.0
2016,Kommunustýri,Porkeris kommuna,Tal av sætum,5.0
2019,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Porkeris kommuna,Tal av sætum,
2020,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,40.0
2020,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,2.0
2020,Kommunustýri,Porkeris kommuna,Tal av sætum,5.0
2022,Kommunustýri,Porkeris kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Porkeris kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Porkeris kommuna,Tal av sætum,
1984,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Runavíkar kommuna,Tal av sætum,
1988,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Runavíkar kommuna,Tal av sætum,
1990,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1990,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1990,Kommunustýri,Runavíkar kommuna,Tal av sætum,
1992,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,0.0
1992,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,0.0
1992,Kommunustýri,Runavíkar kommuna,Tal av sætum,10.0
1994,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1994,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1994,Kommunustýri,Runavíkar kommuna,Tal av sætum,
1996,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,0.0
1996,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,0.0
1996,Kommunustýri,Runavíkar kommuna,Tal av sætum,12.0
1998,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1998,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1998,Kommunustýri,Runavíkar kommuna,Tal av sætum,
2000,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,13.3
2000,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,2.0
2000,Kommunustýri,Runavíkar kommuna,Tal av sætum,15.0
2002,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2002,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2002,Kommunustýri,Runavíkar kommuna,Tal av sætum,
2004,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,0.0
2004,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,0.0
2004,Kommunustýri,Runavíkar kommuna,Tal av sætum,12.0
2008,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2008,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2008,Kommunustýri,Runavíkar kommuna,Tal av sætum,
2011,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2011,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2011,Kommunustýri,Runavíkar kommuna,Tal av sætum,
2012,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,9.1
2012,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,1.0
2012,Kommunustýri,Runavíkar kommuna,Tal av sætum,11.0
2015,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2015,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2015,Kommunustýri,Runavíkar kommuna,Tal av sætum,
2016,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,27.3
2016,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,3.0
2016,Kommunustýri,Runavíkar kommuna,Tal av sætum,11.0
2019,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2019,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2019,Kommunustýri,Runavíkar kommuna,Tal av sætum,
2020,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,36.4
2020,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,4.0
2020,Kommunustýri,Runavíkar kommuna,Tal av sætum,11.0
2022,Kommunustýri,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2022,Kommunustýri,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2022,Kommunustýri,Runavíkar kommuna,Tal av sætum,
1984,Kommunustýri,Saksunar kommuna,Partur av sætum hjá kvinnum,
1984,Kommunustýri,Saksunar kommuna,Tal av sætum hjá kvinnum,
1984,Kommunustýri,Saksunar kommuna,Tal av sætum,
1988,Kommunustýri,Saksunar kommuna,Partur av sætum hjá kvinnum,
1988,Kommunustýri,Saksunar kommuna,Tal av sætum hjá kvinnum,
1988,Kommunustýri,Saksunar kommuna,Tal av sætum,
1990,Kommunustýri,Saksunar kommuna,Partur av sætum hjá kvinnum,
