Year,measure,data.measure,Value
1998,TG_VAL_TOTL_GD_ZS,,73.75011820011619
1999,TG_VAL_TOTL_GD_ZS,,82.43294775645101
2000,TG_VAL_TOTL_GD_ZS,,93.08337970691889
2001,TG_VAL_TOTL_GD_ZS,,86.3700850186917
2002,TG_VAL_TOTL_GD_ZS,,79.73575721452339
2003,TG_VAL_TOTL_GD_ZS,,87.32906825141751
2004,TG_VAL_TOTL_GD_ZS,,70.89188247590289
2005,TG_VAL_TOTL_GD_ZS,,75.3861461195869
2006,TG_VAL_TOTL_GD_ZS,,70.9201830198271
2007,TG_VAL_TOTL_GD_ZS,,75.2444454916005
2008,TG_VAL_TOTL_GD_ZS,,73.7279122714417
2009,TG_VAL_TOTL_GD_ZS,,67.6892329940125
2010,TG_VAL_TOTL_GD_ZS,,69.3584053926278
2011,TG_VAL_TOTL_GD_ZS,,79.63516346282499
2012,TG_VAL_TOTL_GD_ZS,,86.82243323020019
2013,TG_VAL_TOTL_GD_ZS,,82.34106628718929
2014,TG_VAL_TOTL_GD_ZS,,76.3194903025412
2015,TG_VAL_TOTL_GD_ZS,,75.3681353583184
2016,TG_VAL_TOTL_GD_ZS,,77.2797837175656
2017,TG_VAL_TOTL_GD_ZS,,81.22071453981809
2018,TG_VAL_TOTL_GD_ZS,,77.8289329916364
2019,TG_VAL_TOTL_GD_ZS,,80.76638834443409
2020,TG_VAL_TOTL_GD_ZS,,76.6114672364672
2021,TG_VAL_TOTL_GD_ZS,,83.4054256346879
2022,TG_VAL_TOTL_GD_ZS,,97.8984433060571
1998,BN_RMT_ZS,,4.26601105002229
1999,BN_RMT_ZS,,4.31041057582306
2000,BN_RMT_ZS,,3.90697458727509
2001,BN_RMT_ZS,,3.24437954994978
2002,BN_RMT_ZS,,2.96726766999454
2003,BN_RMT_ZS,,3.44440738607077
2004,BN_RMT_ZS,,2.85390779235861
2005,BN_RMT_ZS,,3.66246564957832
2006,BN_RMT_ZS,,3.57872102811138
2007,BN_RMT_ZS,,3.81688382065358
2008,BN_RMT_ZS,,4.51720144638679
2009,BN_RMT_ZS,,5.25473437918904
2010,BN_RMT_ZS,,5.37813972640344
2011,BN_RMT_ZS,,6.11926319075866
