Year,Value,Units,Series
1998,16805.0795077822,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
1998,10.1003687843625,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
1999,18931.8772058334,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
1999,10.8414897673827,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2000,19860.2805322022,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2000,10.5302819514005,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2001,23365.962156296,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2001,11.2595400084915,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2002,23988.4973622168,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2002,11.2700541399692,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2003,21788.4209867006,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2003,10.5474869369233,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2004,20589.9735600601,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2004,9.6088336623698,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2005,20052.2723972702,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2005,9.1604283142234,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2006,22242.742420784,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2006,8.9334677923442,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2007,23584.1143271372,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2007,8.9429744991322,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2008,23242.9029894641,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2008,8.8721176646683,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2009,21843.650221444,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2009,8.61490466248,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2010,22185.9942012237,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2010,8.1979838648183,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2011,22215.3215538925,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2011,7.9768966593818,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2012,24185.0989522701,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2012,8.2748319641524,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2013,24205.4247441551,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2013,7.7022867922031,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2014,30725.9623835472,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2014,9.084794678015,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2015,33048.4097167484,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2015,9.3214760062366,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2016,31710.5236544568,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2016,8.2785058770105,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2017,36255.174821686895,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2017,9.2351476342938,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2018,35604.5338812265,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2018,8.9938812404394,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2019,43897.8606469342,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2019,10.4125258775413,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2020,44132.3322026146,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2020,10.8515144699355,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2021,46547.9009283271,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2021,10.7790320194258,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
2022,48501.83269150471,DKK fyri hvørt fólkið,Virðisøking frá ídnaðarvinnu fyri hvørt fólkið
2022,10.3861729651105,%,Virðisøking frá ídnaðarvinnu sum partur av BTÚ
