Year,Value,Units,Series
1998,73.75011820011619,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
1999,82.43294775645101,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2000,93.08337970691889,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2001,86.3700850186917,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2002,79.73575721452339,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2003,87.32906825141751,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2004,70.89188247590289,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2005,75.3861461195869,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2006,70.9201830198271,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2007,75.2444454916005,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2008,73.7279122714417,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2009,67.6892329940125,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2010,69.3584053926278,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2011,79.63516346282499,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2012,86.82243323020019,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2013,82.34106628718929,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2014,76.3194903025412,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2015,75.3681353583184,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2016,77.2797837175656,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2017,81.22071453981809,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2018,77.8289329916364,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2019,80.76638834443409,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2020,76.6114672364672,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2021,83.4054256346879,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
2022,97.8984433060571,%,"Vøruhandil við umheimin, ársins prísir (% av BTÚ)"
1998,4.26601105002229,%,Fingnar veitingar (reiðupeningur ella feingi) (% av BTÚ)
1999,4.31041057582306,%,Fingnar veitingar (reiðupeningur ella feingi) (% av BTÚ)
