Year,Value,Units,Series
1993,0.8849944875,Í tali,Reyðlistavísital
1994,0.90887532125,Í tali,Reyðlistavísital
1995,0.85447866916667,Í tali,Reyðlistavísital
1996,0.8851053875,Í tali,Reyðlistavísital
1997,0.907572354375,Í tali,Reyðlistavísital
1998,0.85164644104167,Í tali,Reyðlistavísital
1999,0.88525798125,Í tali,Reyðlistavísital
2000,0.90628149416667,Í tali,Reyðlistavísital
2001,0.849285105,Í tali,Reyðlistavísital
2002,0.88415129583333,Í tali,Reyðlistavísital
2003,0.90496099770833,Í tali,Reyðlistavísital
2004,0.84665165083333,Í tali,Reyðlistavísital
2005,0.88356944375,Í tali,Reyðlistavísital
2006,0.9043829125,Í tali,Reyðlistavísital
2007,0.845633980625,Í tali,Reyðlistavísital
2008,0.88519659225665,Í tali,Reyðlistavísital
2009,0.90588592213919,Í tali,Reyðlistavísital
2010,0.84069621875,Í tali,Reyðlistavísital
2011,0.88588287581465,Í tali,Reyðlistavísital
2012,0.91006521098186,Í tali,Reyðlistavísital
2013,0.83796408625,Í tali,Reyðlistavísital
2014,0.88456322541057,Í tali,Reyðlistavísital
2015,0.91214148729907,Í tali,Reyðlistavísital
2016,0.83797469909369,Í tali,Reyðlistavísital
2017,0.88467982359872,Í tali,Reyðlistavísital
2018,0.91777159101086,Í tali,Reyðlistavísital
2019,0.83215731638101,Í tali,Reyðlistavísital
2020,0.88570795904019,Í tali,Reyðlistavísital
