Year,Value,Units,Series
1985,0.0,%,Giftar áðrenn 15 ár
1985,0.470035252643948,%,Giftar áðrenn 18 ár
1986,0.0,%,Giftar áðrenn 15 ár
1986,0.510493477027794,%,Giftar áðrenn 18 ár
1987,0.0,%,Giftar áðrenn 15 ár
1987,0.435492651061513,%,Giftar áðrenn 18 ár
1988,0.0,%,Giftar áðrenn 15 ár
1988,0.261917234154007,%,Giftar áðrenn 18 ár
1989,0.0,%,Giftar áðrenn 15 ár
1989,0.203148806500762,%,Giftar áðrenn 18 ár
1990,0.0,%,Giftar áðrenn 15 ár
1990,0.367068694284216,%,Giftar áðrenn 18 ár
1991,0.0,%,Giftar áðrenn 15 ár
1991,0.345622119815668,%,Giftar áðrenn 18 ár
1992,0.0,%,Giftar áðrenn 15 ár
1992,0.181708055723804,%,Giftar áðrenn 18 ár
1993,0.0,%,Giftar áðrenn 15 ár
1993,0.344115622849277,%,Giftar áðrenn 18 ár
1994,0.0,%,Giftar áðrenn 15 ár
1994,0.40950040950041,%,Giftar áðrenn 18 ár
1995,0.0,%,Giftar áðrenn 15 ár
1995,0.268336314847943,%,Giftar áðrenn 18 ár
1996,0.0,%,Giftar áðrenn 15 ár
1996,0.434404865334492,%,Giftar áðrenn 18 ár
1997,0.0,%,Giftar áðrenn 15 ár
1997,0.327064595257563,%,Giftar áðrenn 18 ár
1998,0.0,%,Giftar áðrenn 15 ár
1998,0.3147128245476,%,Giftar áðrenn 18 ár
1999,0.0,%,Giftar áðrenn 15 ár
1999,0.23094688221709,%,Giftar áðrenn 18 ár
2000,0.0,%,Giftar áðrenn 15 ár
2000,0.153727901614143,%,Giftar áðrenn 18 ár
2001,0.0,%,Giftar áðrenn 15 ár
2001,0.074850299401198,%,Giftar áðrenn 18 ár
2002,0.0,%,Giftar áðrenn 15 ár
2002,0.145666423889294,%,Giftar áðrenn 18 ár
2003,0.0,%,Giftar áðrenn 15 ár
2003,0.071994240460763,%,Giftar áðrenn 18 ár
2004,0.0,%,Giftar áðrenn 15 ár
2004,0.074571215510813,%,Giftar áðrenn 18 ár
2005,0.0,%,Giftar áðrenn 15 ár
2005,0.0,%,Giftar áðrenn 18 ár
2006,0.0,%,Giftar áðrenn 15 ár
2006,0.0,%,Giftar áðrenn 18 ár
2007,0.0,%,Giftar áðrenn 15 ár
2007,0.0,%,Giftar áðrenn 18 ár
2008,0.0,%,Giftar áðrenn 15 ár
2008,0.0,%,Giftar áðrenn 18 ár
2009,0.0,%,Giftar áðrenn 15 ár
2009,0.0,%,Giftar áðrenn 18 ár
2010,0.0,%,Giftar áðrenn 15 ár
2010,0.0,%,Giftar áðrenn 18 ár
2011,0.0,%,Giftar áðrenn 15 ár
2011,0.0,%,Giftar áðrenn 18 ár
2012,0.0,%,Giftar áðrenn 15 ár
2012,0.0,%,Giftar áðrenn 18 ár
2013,0.0,%,Giftar áðrenn 15 ár
2013,0.0,%,Giftar áðrenn 18 ár
2014,0.0,%,Giftar áðrenn 15 ár
2014,0.0,%,Giftar áðrenn 18 ár
2015,0.0,%,Giftar áðrenn 15 ár
2015,0.0,%,Giftar áðrenn 18 ár
2016,0.0,%,Giftar áðrenn 15 ár
2016,0.0,%,Giftar áðrenn 18 ár
2017,0.0,%,Giftar áðrenn 15 ár
2017,0.072254335260116,%,Giftar áðrenn 18 ár
2018,0.0,%,Giftar áðrenn 15 ár
2018,0.073206442166911,%,Giftar áðrenn 18 ár
2019,0.0,%,Giftar áðrenn 15 ár
2019,0.074906367041199,%,Giftar áðrenn 18 ár
2020,0.0,%,Giftar áðrenn 15 ár
2020,0.141143260409315,%,Giftar áðrenn 18 ár
2021,0.0,%,Giftar áðrenn 15 ár
2021,0.139664804469274,%,Giftar áðrenn 18 ár
2022,0.0,%,Giftar áðrenn 15 ár
2022,0.071275837491091,%,Giftar áðrenn 18 ár
2023,0.0,%,Giftar áðrenn 15 ár
2023,0.070028011204482,%,Giftar áðrenn 18 ár
