Year,Value,Units,Series
2009,1.0,Í tali,Persónar
2009,3.64723904004668,Í tali,pr. 100.000 arbeiðsvirkin
2010,0.0,Í tali,Persónar
2010,0.0,Í tali,pr. 100.000 arbeiðsvirkin
2011,0.0,Í tali,Persónar
2011,0.0,Í tali,pr. 100.000 arbeiðsvirkin
2012,1.0,Í tali,Persónar
2012,3.5988051966747,Í tali,pr. 100.000 arbeiðsvirkin
2013,1.0,Í tali,Persónar
2013,3.64896916621055,Í tali,pr. 100.000 arbeiðsvirkin
2014,1.0,Í tali,Persónar
2014,3.59776938298255,Í tali,pr. 100.000 arbeiðsvirkin
2015,0.0,Í tali,Persónar
2015,0.0,Í tali,pr. 100.000 arbeiðsvirkin
2016,2.0,Í tali,Persónar
2016,6.99863526612311,Í tali,pr. 100.000 arbeiðsvirkin
2017,0.0,Í tali,Persónar
2017,0.0,Í tali,pr. 100.000 arbeiðsvirkin
2018,1.0,Í tali,Persónar
2018,3.28180893308392,Í tali,pr. 100.000 arbeiðsvirkin
2019,1.0,Í tali,Persónar
2019,3.2044092671516,Í tali,pr. 100.000 arbeiðsvirkin
2020,3.0,Í tali,Persónar
2020,9.60338038989724,Í tali,pr. 100.000 arbeiðsvirkin
2021,0.0,Í tali,Persónar
2021,0.0,Í tali,pr. 100.000 arbeiðsvirkin
