Year,Value,Units,Series
1985,12.1457489878542,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1986,8.84955752212389,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1987,11.5236875800256,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1988,19.5402298850575,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1989,19.31330472103,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1990,9.50369588173179,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1991,11.5473441108545,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1992,11.1386138613861,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1993,9.18635170603675,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1994,11.9760479041916,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1995,7.7639751552795,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1996,8.88888888888889,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1997,4.51127819548872,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1998,0.0,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
1999,6.38977635782748,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2000,2.88600288600289,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2001,4.74683544303798,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2002,4.23131170662906,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2003,1.41843971631206,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2004,4.20757363253857,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2005,9.84528832630098,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2006,12.0845921450151,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2007,8.88888888888889,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2008,4.49775112443778,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2009,4.87012987012987,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2010,4.67289719626168,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2011,6.88468158347676,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2012,17.7993527508091,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2013,0.0,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2014,7.82472613458529,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2015,6.57894736842105,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2016,4.43131462333826,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2017,9.11854103343465,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2018,0.0,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2019,4.3859649122807,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2020,2.93685756240822,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2021,2.91970802919708,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2022,11.0759493670886,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2023,3.48432055749129,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
2024,8.53242320819113,Í tali,Deyðatíttleiki 0-28 dagar fyri hvørji 1.000 livandi fødd
