Year,Value,Units,Series
2009,-4.70836261419537,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2010,-0.221238938053081,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2011,3.91722099039171,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2012,7.50355618776673,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2013,5.9212702613298,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2014,4.84072454715803,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2015,-0.059577003276734,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2016,0.149031296572288,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2017,2.11309523809524,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2018,1.28242494899447,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2019,2.9064748201439,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2020,-3.13199105145415,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2021,4.07043879907623,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2022,2.38557558945909,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
2023,1.59848279599024,%,Árligur vøkstur av real-BTÚ upp á íbúgvan
