Year,Value,Units,Series
1998,56.614478501087,%,"Lønir, sum partur av BTÚ"
1999,57.021736367103,%,"Lønir, sum partur av BTÚ"
2000,57.110230012985,%,"Lønir, sum partur av BTÚ"
2001,57.997038325722,%,"Lønir, sum partur av BTÚ"
2002,60.262255997616,%,"Lønir, sum partur av BTÚ"
2003,61.151369980696,%,"Lønir, sum partur av BTÚ"
2004,61.089497929006,%,"Lønir, sum partur av BTÚ"
2005,61.523737325879,%,"Lønir, sum partur av BTÚ"
2006,58.678856876162,%,"Lønir, sum partur av BTÚ"
2007,59.406733737012,%,"Lønir, sum partur av BTÚ"
2008,61.294973096891,%,"Lønir, sum partur av BTÚ"
2009,61.038760571619,%,"Lønir, sum partur av BTÚ"
2010,58.824022814964,%,"Lønir, sum partur av BTÚ"
2011,58.054205135067,%,"Lønir, sum partur av BTÚ"
2012,57.686973220954,%,"Lønir, sum partur av BTÚ"
2013,55.122613098587,%,"Lønir, sum partur av BTÚ"
2014,53.784821581432,%,"Lønir, sum partur av BTÚ"
2015,53.580874285384,%,"Lønir, sum partur av BTÚ"
2016,51.836499772946,%,"Lønir, sum partur av BTÚ"
2017,52.489708797073,%,"Lønir, sum partur av BTÚ"
2018,54.044241810199,%,"Lønir, sum partur av BTÚ"
2019,54.294409533034,%,"Lønir, sum partur av BTÚ"
2020,56.097959793877,%,"Lønir, sum partur av BTÚ"
2021,54.356497094222,%,"Lønir, sum partur av BTÚ"
2022,52.975018325178,%,"Lønir, sum partur av BTÚ"
2023,52.898741841659,%,"Lønir, sum partur av BTÚ"
