Year,Value,Units,Series
2000,2.77,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2001,2.56,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2002,3.4,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2003,3.11,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2004,3.42,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2005,3.84,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2006,4.3,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2007,4.54,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2008,4.51,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2009,5.12,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2010,3.38,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2011,5.0,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2012,4.67886430473242,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2013,5.66751627459578,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2014,7.01798135358697,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2015,8.57619532347439,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2016,7.21650988627583,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2017,8.6019408074778,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2018,8.01615721371945,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2019,7.92758304955724,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2020,7.98498436760728,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
2021,8.15567887814746,%,Uppsett framleiðsluorka til varandi orku (í watt upp á íbúgvan)
