Year,Value,Units,Series
2015,92.571428571429,%,"Prosentpartur av 6 ára gomlum, ið luttaka í skipaðari frálæru"
2016,93.082706766917,%,"Prosentpartur av 6 ára gomlum, ið luttaka í skipaðari frálæru"
2017,101.144492131617,%,"Prosentpartur av 6 ára gomlum, ið luttaka í skipaðari frálæru"
2019,99.572039942939,%,"Prosentpartur av 6 ára gomlum, ið luttaka í skipaðari frálæru"
2020,96.148555708391,%,"Prosentpartur av 6 ára gomlum, ið luttaka í skipaðari frálæru"
2021,99.588477366255,%,"Prosentpartur av 6 ára gomlum, ið luttaka í skipaðari frálæru"
2015,100.5,,
2016,89.5,,
2017,102.6,,
2018,,,
2019,96.3,,
2020,95.4,,
2021,96.9,,
