Year,Value,Units,Series
1997,0.0,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
1998,0.002599495697835,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
1999,0.032432102532804,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2000,0.0,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2001,0.0,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2002,0.028866693608914,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2003,0.002928314852413,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2004,0.00282262617139,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2005,0.056255741319125,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2006,0.025651173121189,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2006,0.002422969753261,%,Neyðhjálp sum partur av BTI
2007,0.023868631169983,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2007,0.004206372271594,%,Neyðhjálp sum partur av BTI
2008,0.023016890198045,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2008,0.002350213085986,%,Neyðhjálp sum partur av BTI
2009,0.024863367307916,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2009,0.002494055833597,%,Neyðhjálp sum partur av BTI
2010,0.022250905105627,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2010,0.002267488001209,%,Neyðhjálp sum partur av BTI
2011,0.014141071327564,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2011,0.002121160699135,%,Neyðhjálp sum partur av BTI
2012,0.013490816430537,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2012,0.003397546971087,%,Neyðhjálp sum partur av BTI
2013,0.012608895753869,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2013,0.003152286984207,%,Neyðhjálp sum partur av BTI
2014,0.01481806381251,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2014,0.0,%,Neyðhjálp sum partur av BTI
2015,0.008811368925239,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2015,0.007060391767018,%,Neyðhjálp sum partur av BTI
2016,0.012772958114916,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2016,0.005109183245966,%,Neyðhjálp sum partur av BTI
2017,0.009797198967989,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2017,0.022233623237022,%,Neyðhjálp sum partur av BTI
2018,0.028568662099683,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2018,0.014523976664811,%,Neyðhjálp sum partur av BTI
2019,0.027311137251792,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2019,0.012336051670434,%,Neyðhjálp sum partur av BTI
2020,0.010574820872738,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2020,0.03067740589802,%,Neyðhjálp sum partur av BTI
2021,0.017765173322522,%,Netto almennur menningarstuðul sum partur av bruttotjóðarinntøkuni (BTI)
2021,0.019501317656598,%,Neyðhjálp sum partur av BTI
