Year,Value,Units,Series
1995,4.59933999471076,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
1996,9.18769308511249,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
1997,15.9136118215402,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
1998,2.24741827825286,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
1999,17.7568641377933,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2000,4.37282725145943,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2001,8.59512656323864,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2002,4.22841920548003,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2003,8.35029486978759,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2004,4.14701155979472,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2005,12.4445181897374,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2006,8.29935783718735,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2007,14.4959049068638,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2008,4.12694482274772,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2009,6.17875127436745,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2010,2.06311055177892,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2011,2.06930088669543,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2012,6.23273014356055,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2013,12.4720677649015,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2014,8.26702490441253,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2015,2.04628701221633,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2016,6.06483306546987,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2017,3.98863239766665,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2018,0.0,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2019,1.93455403693064,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2020,0.0,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2021,1.87707064355367,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
2022,3.72765735373604,Í tali,Deyð í ferðsluni fyri hvørjar 100.000 íbúgvar
