Year,Units,Series,Value
2007,1.000 kr.,"Heimsmálini, ávísi 8.a.1",952.328
2008,1.000 kr.,"Heimsmálini, ávísi 8.a.1",190.1
2009,1.000 kr.,"Heimsmálini, ávísi 8.a.1",0.0
2010,1.000 kr.,"Heimsmálini, ávísi 8.a.1",0.0
2011,1.000 kr.,"Heimsmálini, ávísi 8.a.1",0.0
2012,1.000 kr.,"Heimsmálini, ávísi 8.a.1",0.0
2013,1.000 kr.,"Heimsmálini, ávísi 8.a.1",0.0
2014,1.000 kr.,"Heimsmálini, ávísi 8.a.1",0.0
2020,1.000 kr.,"Heimsmálini, ávísi 8.a.1",487.85
2021,1.000 kr.,"Heimsmálini, ávísi 8.a.1",348.536
