Year,Series,region,sex,age,Units,GeoCode,Value
2014,SI_POV_NAHC,4500,,Y18-24,PCT,4500,8.3
2015,SI_POV_NAHC,4500,,Y18-24,PCT,4500,7.2
2016,SI_POV_NAHC,4500,,Y18-24,PCT,4500,6.0
2017,SI_POV_NAHC,4500,,Y18-24,PCT,4500,6.9
2018,SI_POV_NAHC,4500,,Y18-24,PCT,4500,6.7
2019,SI_POV_NAHC,4500,,Y18-24,PCT,4500,3.8
2020,SI_POV_NAHC,4500,,Y18-24,PCT,4500,4.0
2021,SI_POV_NAHC,4500,,Y18-24,PCT,4500,3.5
2022,SI_POV_NAHC,4500,,Y18-24,PCT,4500,4.4
2009,SI_POV_NAHC,4500,,Y25-54,PCT,4500,6.0
2010,SI_POV_NAHC,4500,,Y25-54,PCT,4500,4.0
2011,SI_POV_NAHC,4500,,Y25-54,PCT,4500,5.1
2012,SI_POV_NAHC,4500,,Y25-54,PCT,4500,5.3
2013,SI_POV_NAHC,4500,,Y25-54,PCT,4500,5.1
2014,SI_POV_NAHC,4500,,Y25-54,PCT,4500,2.8
2015,SI_POV_NAHC,4500,,Y25-54,PCT,4500,7.0
2016,SI_POV_NAHC,4500,,Y25-54,PCT,4500,4.0
2017,SI_POV_NAHC,4500,,Y25-54,PCT,4500,3.5
2018,SI_POV_NAHC,4500,,Y25-54,PCT,4500,4.3
2019,SI_POV_NAHC,4500,,Y25-54,PCT,4500,3.4
2020,SI_POV_NAHC,4500,,Y25-54,PCT,4500,2.8
2021,SI_POV_NAHC,4500,,Y25-54,PCT,4500,4.6
2022,SI_POV_NAHC,4500,,Y25-54,PCT,4500,4.4
2009,SI_POV_NAHC,4500,,Y55-66,PCT,4500,10.3
2010,SI_POV_NAHC,4500,,Y55-66,PCT,4500,5.2
2011,SI_POV_NAHC,4500,,Y55-66,PCT,4500,5.5
2012,SI_POV_NAHC,4500,,Y55-66,PCT,4500,7.9
2013,SI_POV_NAHC,4500,,Y55-66,PCT,4500,5.9
2014,SI_POV_NAHC,4500,,Y55-66,PCT,4500,7.6
2015,SI_POV_NAHC,4500,,Y55-66,PCT,4500,6.4
2016,SI_POV_NAHC,4500,,Y55-66,PCT,4500,5.1
2017,SI_POV_NAHC,4500,,Y55-66,PCT,4500,3.8
2018,SI_POV_NAHC,4500,,Y55-66,PCT,4500,2.2
2019,SI_POV_NAHC,4500,,Y55-66,PCT,4500,2.7
2020,SI_POV_NAHC,4500,,Y55-66,PCT,4500,2.2
2021,SI_POV_NAHC,4500,,Y55-66,PCT,4500,3.8
2022,SI_POV_NAHC,4500,,Y55-66,PCT,4500,4.7
2009,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,3.5
2010,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,3.6
2011,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,2.2
2012,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,0.9
2013,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,1.8
2014,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,2.1
2015,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,1.6
2016,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,0.8
2017,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,0.8
2018,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,2.6
2019,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,0.8
2020,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,1.8
2021,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,0.7
2022,SI_POV_NAHC,4500,,Y_GE67,PCT,4500,0.4
2009,SI_POV_NAHC,4500,M,,PCT,4500,6.6
2010,SI_POV_NAHC,4500,M,,PCT,4500,3.6
2011,SI_POV_NAHC,4500,M,,PCT,4500,4.3
2012,SI_POV_NAHC,4500,M,,PCT,4500,5.3
2013,SI_POV_NAHC,4500,M,,PCT,4500,5.5
2014,SI_POV_NAHC,4500,M,,PCT,4500,4.5
2015,SI_POV_NAHC,4500,M,,PCT,4500,6.3
2016,SI_POV_NAHC,4500,M,,PCT,4500,3.5
2017,SI_POV_NAHC,4500,M,,PCT,4500,4.0
2018,SI_POV_NAHC,4500,M,,PCT,4500,4.2
2019,SI_POV_NAHC,4500,M,,PCT,4500,4.2
2020,SI_POV_NAHC,4500,M,,PCT,4500,4.5
2021,SI_POV_NAHC,4500,M,,PCT,4500,5.1
2022,SI_POV_NAHC,4500,M,,PCT,4500,3.6
2009,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,8.9
2010,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,5.7
2011,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,8.0
2012,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,6.9
2013,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,9.4
2014,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,7.0
2015,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,10.1
2016,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,6.3
2017,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,6.8
2018,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,6.7
2019,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,8.1
2020,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,8.8
2021,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,9.9
2022,SI_POV_NAHC,4500,M,Y0-17,PCT,4500,4.9
2009,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,8.3
2010,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,0.0
2011,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,3.0
2012,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,13.2
2013,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,6.7
2014,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,12.5
2015,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,8.1
2016,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,5.3
2017,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,8.9
2018,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,3.9
2019,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,3.9
2020,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,4.3
2021,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,5.1
2022,SI_POV_NAHC,4500,M,Y18-24,PCT,4500,4.7
2009,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,5.8
2010,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,3.0
2011,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,5.1
2012,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,5.3
2013,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,5.5
2014,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,3.8
2015,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,7.8
2016,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,3.4
2017,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,3.6
2018,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,4.8
2019,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,4.6
2020,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,4.6
2021,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,5.7
2022,SI_POV_NAHC,4500,M,Y25-54,PCT,4500,5.1
2009,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,6.1
2010,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,4.2
2011,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,1.0
2012,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,3.9
2013,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,1.9
2014,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,3.0
2015,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,4.0
2016,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,2.1
2017,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,2.0
2018,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,2.0
2019,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,3.0
2020,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,2.1
2021,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,4.3
2022,SI_POV_NAHC,4500,M,Y55-66,PCT,4500,4.0
2009,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,4.8
2010,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,2.4
2011,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,1.7
2012,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,1.7
2013,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,3.3
2014,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,1.6
2015,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,1.5
2016,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,1.4
2017,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,1.4
2018,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,2.7
2019,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,0.7
2020,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,2.1
2021,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,0.7
2022,SI_POV_NAHC,4500,M,Y_GE67,PCT,4500,0.0
2009,SI_POV_NAHC,4500,F,,PCT,4500,6.9
2010,SI_POV_NAHC,4500,F,,PCT,4500,5.0
2011,SI_POV_NAHC,4500,F,,PCT,4500,5.9
2012,SI_POV_NAHC,4500,F,,PCT,4500,6.5
2013,SI_POV_NAHC,4500,F,,PCT,4500,5.1
2014,SI_POV_NAHC,4500,F,,PCT,4500,4.7
2015,SI_POV_NAHC,4500,F,,PCT,4500,6.2
2016,SI_POV_NAHC,4500,F,,PCT,4500,4.1
2017,SI_POV_NAHC,4500,F,,PCT,4500,3.8
2018,SI_POV_NAHC,4500,F,,PCT,4500,4.4
2019,SI_POV_NAHC,4500,F,,PCT,4500,3.0
2020,SI_POV_NAHC,4500,F,,PCT,4500,2.4
2021,SI_POV_NAHC,4500,F,,PCT,4500,3.2
2022,SI_POV_NAHC,4500,F,,PCT,4500,3.7
2009,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,7.2
2010,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,7.0
2011,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,8.0
2012,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,8.2
2013,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,6.5
2014,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,4.0
2015,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,7.7
2016,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,2.8
2017,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,5.4
2018,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,7.0
2019,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,6.2
2020,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,4.1
2021,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,5.2
2022,SI_POV_NAHC,4500,F,Y0-17,PCT,4500,5.2
2009,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,4.0
2010,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,0.0
2011,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,2.9
2012,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,7.8
2013,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,3.1
2014,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,5.3
2015,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,6.7
2016,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,6.5
2017,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,5.3
2018,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,9.4
2019,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,3.7
2020,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,3.9
2021,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,2.2
2022,SI_POV_NAHC,4500,F,Y18-24,PCT,4500,4.1
2009,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,6.2
2010,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,4.9
2011,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,5.1
2012,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,5.4
2013,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,4.8
2014,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,1.9
2015,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,6.2
2016,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,4.6
2017,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,3.4
2018,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,3.9
2019,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,2.4
2020,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,1.4
2021,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,3.7
2022,SI_POV_NAHC,4500,F,Y25-54,PCT,4500,3.9
2009,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,13.6
2010,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,5.8
2011,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,8.6
2012,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,10.7
2013,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,8.9
2014,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,11.1
2015,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,8.3
2016,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,7.3
2017,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,5.2
2018,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,2.4
2019,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,2.4
2020,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,2.4
2021,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,3.4
2022,SI_POV_NAHC,4500,F,Y55-66,PCT,4500,5.3
2009,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,2.0
2010,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,5.1
2011,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,2.9
2012,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,0.0
2013,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,0.0
2014,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,2.8
2015,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,1.8
2016,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,0.0
2017,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,0.0
2018,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,2.3
2019,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,0.8
2020,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,1.6
2021,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,0.7
2022,SI_POV_NAHC,4500,F,Y_GE67,PCT,4500,0.7
2009,SI_POV_NAHC,4300,,,PCT,4300,4.2
2010,SI_POV_NAHC,4300,,,PCT,4300,3.6
2011,SI_POV_NAHC,4300,,,PCT,4300,4.3
2012,SI_POV_NAHC,4300,,,PCT,4300,5.0
2013,SI_POV_NAHC,4300,,,PCT,4300,4.2
2014,SI_POV_NAHC,4300,,,PCT,4300,3.8
2015,SI_POV_NAHC,4300,,,PCT,4300,3.0
2016,SI_POV_NAHC,4300,,,PCT,4300,3.1
2017,SI_POV_NAHC,4300,,,PCT,4300,3.3
2018,SI_POV_NAHC,4300,,,PCT,4300,2.4
2019,SI_POV_NAHC,4300,,,PCT,4300,2.1
2020,SI_POV_NAHC,4300,,,PCT,4300,1.8
2021,SI_POV_NAHC,4300,,,PCT,4300,2.3
2022,SI_POV_NAHC,4300,,,PCT,4300,2.4
2009,SI_POV_NAHC,4300,,Y0-17,PCT,4300,6.6
2010,SI_POV_NAHC,4300,,Y0-17,PCT,4300,4.1
2011,SI_POV_NAHC,4300,,Y0-17,PCT,4300,6.2
2012,SI_POV_NAHC,4300,,Y0-17,PCT,4300,8.4
2013,SI_POV_NAHC,4300,,Y0-17,PCT,4300,7.0
2014,SI_POV_NAHC,4300,,Y0-17,PCT,4300,6.3
2015,SI_POV_NAHC,4300,,Y0-17,PCT,4300,4.3
2016,SI_POV_NAHC,4300,,Y0-17,PCT,4300,4.1
2017,SI_POV_NAHC,4300,,Y0-17,PCT,4300,4.7
2018,SI_POV_NAHC,4300,,Y0-17,PCT,4300,3.0
2019,SI_POV_NAHC,4300,,Y0-17,PCT,4300,2.7
2020,SI_POV_NAHC,4300,,Y0-17,PCT,4300,2.3
2021,SI_POV_NAHC,4300,,Y0-17,PCT,4300,3.6
2022,SI_POV_NAHC,4300,,Y0-17,PCT,4300,4.0
2009,SI_POV_NAHC,4300,,Y18-24,PCT,4300,3.1
2010,SI_POV_NAHC,4300,,Y18-24,PCT,4300,2.7
2011,SI_POV_NAHC,4300,,Y18-24,PCT,4300,6.1
2012,SI_POV_NAHC,4300,,Y18-24,PCT,4300,5.3
2013,SI_POV_NAHC,4300,,Y18-24,PCT,4300,4.8
2014,SI_POV_NAHC,4300,,Y18-24,PCT,4300,3.0
2015,SI_POV_NAHC,4300,,Y18-24,PCT,4300,1.8
2016,SI_POV_NAHC,4300,,Y18-24,PCT,4300,3.2
2017,SI_POV_NAHC,4300,,Y18-24,PCT,4300,3.5
2018,SI_POV_NAHC,4300,,Y18-24,PCT,4300,1.0
2019,SI_POV_NAHC,4300,,Y18-24,PCT,4300,0.3
2020,SI_POV_NAHC,4300,,Y18-24,PCT,4300,2.3
2021,SI_POV_NAHC,4300,,Y18-24,PCT,4300,1.0
2022,SI_POV_NAHC,4300,,Y18-24,PCT,4300,1.3
2009,SI_POV_NAHC,4300,,Y25-54,PCT,4300,2.9
2010,SI_POV_NAHC,4300,,Y25-54,PCT,4300,2.7
2011,SI_POV_NAHC,4300,,Y25-54,PCT,4300,3.7
2012,SI_POV_NAHC,4300,,Y25-54,PCT,4300,4.4
2013,SI_POV_NAHC,4300,,Y25-54,PCT,4300,3.8
2014,SI_POV_NAHC,4300,,Y25-54,PCT,4300,3.3
2015,SI_POV_NAHC,4300,,Y25-54,PCT,4300,3.2
2016,SI_POV_NAHC,4300,,Y25-54,PCT,4300,2.9
2017,SI_POV_NAHC,4300,,Y25-54,PCT,4300,2.6
2018,SI_POV_NAHC,4300,,Y25-54,PCT,4300,2.1
2019,SI_POV_NAHC,4300,,Y25-54,PCT,4300,2.4
2020,SI_POV_NAHC,4300,,Y25-54,PCT,4300,1.5
2021,SI_POV_NAHC,4300,,Y25-54,PCT,4300,2.5
2022,SI_POV_NAHC,4300,,Y25-54,PCT,4300,2.5
2009,SI_POV_NAHC,4300,,Y55-66,PCT,4300,3.8
2010,SI_POV_NAHC,4300,,Y55-66,PCT,4300,4.2
2011,SI_POV_NAHC,4300,,Y55-66,PCT,4300,2.0
2012,SI_POV_NAHC,4300,,Y55-66,PCT,4300,2.5
2013,SI_POV_NAHC,4300,,Y55-66,PCT,4300,3.0
2014,SI_POV_NAHC,4300,,Y55-66,PCT,4300,3.1
2015,SI_POV_NAHC,4300,,Y55-66,PCT,4300,2.3
2016,SI_POV_NAHC,4300,,Y55-66,PCT,4300,3.5
2017,SI_POV_NAHC,4300,,Y55-66,PCT,4300,3.2
2018,SI_POV_NAHC,4300,,Y55-66,PCT,4300,2.9
2019,SI_POV_NAHC,4300,,Y55-66,PCT,4300,2.4
2020,SI_POV_NAHC,4300,,Y55-66,PCT,4300,2.4
2021,SI_POV_NAHC,4300,,Y55-66,PCT,4300,2.3
2022,SI_POV_NAHC,4300,,Y55-66,PCT,4300,2.0
2009,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,4.7
2010,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,4.7
2011,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,3.4
2012,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,2.7
2013,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,1.6
2014,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,1.9
2015,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,1.9
2016,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,1.4
2017,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,2.7
2018,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,2.2
2019,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,1.0
2020,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,1.1
2021,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,0.6
2022,SI_POV_NAHC,4300,,Y_GE67,PCT,4300,0.9
2009,SI_POV_NAHC,4300,M,,PCT,4300,4.8
2010,SI_POV_NAHC,4300,M,,PCT,4300,3.5
2011,SI_POV_NAHC,4300,M,,PCT,4300,4.6
2012,SI_POV_NAHC,4300,M,,PCT,4300,5.1
2013,SI_POV_NAHC,4300,M,,PCT,4300,4.7
2014,SI_POV_NAHC,4300,M,,PCT,4300,4.2
2015,SI_POV_NAHC,4300,M,,PCT,4300,3.2
2016,SI_POV_NAHC,4300,M,,PCT,4300,3.3
2017,SI_POV_NAHC,4300,M,,PCT,4300,3.4
2018,SI_POV_NAHC,4300,M,,PCT,4300,2.6
2019,SI_POV_NAHC,4300,M,,PCT,4300,2.1
2020,SI_POV_NAHC,4300,M,,PCT,4300,2.0
2021,SI_POV_NAHC,4300,M,,PCT,4300,2.5
2022,SI_POV_NAHC,4300,M,,PCT,4300,2.4
2009,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,7.9
2010,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,4.0
2011,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,5.8
2012,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,8.0
2013,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,7.5
2014,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,6.8
2015,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,5.1
2016,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,4.5
2017,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,4.6
2018,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,3.0
2019,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,2.2
2020,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,3.2
2021,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,3.8
2022,SI_POV_NAHC,4300,M,Y0-17,PCT,4300,3.5
2009,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,5.5
2010,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,4.7
2011,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,9.2
2012,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,6.3
2013,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,6.0
2014,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,5.0
2015,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,2.8
2016,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,3.6
2017,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,4.3
2018,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,0.7
2019,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,0.7
2020,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,3.5
2021,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,1.4
2022,SI_POV_NAHC,4300,M,Y18-24,PCT,4300,1.3
2009,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,3.5
2010,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,2.9
2011,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,4.4
2012,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,5.6
2013,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,5.1
2014,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,4.5
2015,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,3.8
2016,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,4.0
2017,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,3.1
2018,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,2.8
2019,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,2.7
2020,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,1.4
2021,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,2.5
2022,SI_POV_NAHC,4300,M,Y25-54,PCT,4300,2.8
2009,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,2.5
2010,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,2.6
2011,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,0.9
2012,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,0.8
2013,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,1.2
2014,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,1.6
2015,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,0.8
2016,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,1.6
2017,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,2.0
2018,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,2.3
2019,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,1.9
2020,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,1.8
2021,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,2.2
2022,SI_POV_NAHC,4300,M,Y55-66,PCT,4300,1.9
2009,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,4.1
2010,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,4.0
2011,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,3.6
2012,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,2.5
2013,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,1.7
2014,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,1.7
2015,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,1.0
2016,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,1.3
2017,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,3.0
2018,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,2.5
2019,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,1.6
2020,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,1.3
2021,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,0.9
2022,SI_POV_NAHC,4300,M,Y_GE67,PCT,4300,0.9
2009,SI_POV_NAHC,4300,F,,PCT,4300,3.8
2010,SI_POV_NAHC,4300,F,,PCT,4300,3.6
2011,SI_POV_NAHC,4300,F,,PCT,4300,4.1
2012,SI_POV_NAHC,4300,F,,PCT,4300,4.8
2013,SI_POV_NAHC,4300,F,,PCT,4300,3.8
2014,SI_POV_NAHC,4300,F,,PCT,4300,3.4
2015,SI_POV_NAHC,4300,F,,PCT,4300,2.9
2016,SI_POV_NAHC,4300,F,,PCT,4300,2.9
2017,SI_POV_NAHC,4300,F,,PCT,4300,3.2
2018,SI_POV_NAHC,4300,F,,PCT,4300,2.2
2019,SI_POV_NAHC,4300,F,,PCT,4300,2.0
2020,SI_POV_NAHC,4300,F,,PCT,4300,1.6
