Year,Units,Series,Value
1985,NO,MORT_YLT5,12.1457489878542
1986,NO,MORT_YLT5,8.84955752212389
1987,NO,MORT_YLT5,11.5236875800256
1988,NO,MORT_YLT5,19.5402298850575
1989,NO,MORT_YLT5,19.31330472103
1990,NO,MORT_YLT5,9.50369588173179
1991,NO,MORT_YLT5,11.5473441108545
1992,NO,MORT_YLT5,11.1386138613861
1993,NO,MORT_YLT5,9.18635170603675
1994,NO,MORT_YLT5,11.9760479041916
1995,NO,MORT_YLT5,7.7639751552795
1996,NO,MORT_YLT5,8.88888888888889
1997,NO,MORT_YLT5,4.51127819548872
1998,NO,MORT_YLT5,0.0
1999,NO,MORT_YLT5,6.38977635782748
2000,NO,MORT_YLT5,2.88600288600289
2001,NO,MORT_YLT5,4.74683544303798
2002,NO,MORT_YLT5,4.23131170662906
2003,NO,MORT_YLT5,1.41843971631206
2004,NO,MORT_YLT5,4.20757363253857
2005,NO,MORT_YLT5,9.84528832630098
2006,NO,MORT_YLT5,12.0845921450151
2007,NO,MORT_YLT5,8.88888888888889
2008,NO,MORT_YLT5,4.49775112443778
2009,NO,MORT_YLT5,4.87012987012987
2010,NO,MORT_YLT5,4.67289719626168
2011,NO,MORT_YLT5,6.88468158347676
2012,NO,MORT_YLT5,17.7993527508091
2013,NO,MORT_YLT5,0.0
2014,NO,MORT_YLT5,7.82472613458529
2015,NO,MORT_YLT5,6.57894736842105
2016,NO,MORT_YLT5,4.43131462333826
2017,NO,MORT_YLT5,9.11854103343465
2018,NO,MORT_YLT5,0.0
2019,NO,MORT_YLT5,4.3859649122807
2020,NO,MORT_YLT5,2.93685756240822
2021,NO,MORT_YLT5,2.91970802919708
2022,NO,MORT_YLT5,11.0759493670886
2023,NO,MORT_YLT5,3.48432055749129
2024,NO,MORT_YLT5,8.53242320819113
