Year,Units,Series,Value
2009,,,0.82
2010,,,3.3
2011,,,7.2
2012,,,-1.68
2013,,,7.33
2014,,,3.95
2015,,,-1.74
2016,,,1.42
2017,,,1.51
2018,,,-1.76
2019,,,2.48
2020,,,-2.73
2021,,,5.42
2009,PCT,NY_GDP_P_EMPL_CAP,0.82
2010,PCT,NY_GDP_P_EMPL_CAP,3.3
2011,PCT,NY_GDP_P_EMPL_CAP,7.2
2012,PCT,NY_GDP_P_EMPL_CAP,-1.68
2013,PCT,NY_GDP_P_EMPL_CAP,7.33
2014,PCT,NY_GDP_P_EMPL_CAP,3.95
2015,PCT,NY_GDP_P_EMPL_CAP,-1.74
2016,PCT,NY_GDP_P_EMPL_CAP,1.42
2017,PCT,NY_GDP_P_EMPL_CAP,1.51
2018,PCT,NY_GDP_P_EMPL_CAP,-1.76
2019,PCT,NY_GDP_P_EMPL_CAP,2.48
2020,PCT,NY_GDP_P_EMPL_CAP,-2.73
2021,PCT,NY_GDP_P_EMPL_CAP,5.42
