Year,countrygroup,Units,Series,Value
1992,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
1992,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
1992,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
1992,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
1993,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
1993,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
1993,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
1993,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
1994,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
1994,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
1994,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
1994,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
1995,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
1995,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
1995,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
1995,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
1996,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0008
1996,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
1996,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,3.7207632309e-05
1996,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
1997,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0101
1997,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
1997,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.000426187958848
1997,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
1998,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
1998,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
1998,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
1998,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
1999,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
1999,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
1999,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
1999,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2000,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0021
2000,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2000,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,4.8728012094e-05
2000,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2001,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
2001,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2001,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.0
2001,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2002,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0011
2002,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2002,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,2.7962221818e-05
2002,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2003,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0096
2003,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2003,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,0.000197302529147
2003,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2004,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0002
2004,LDEV,IT_NET_BBND,TX_EXP_MRCH,0.0
2004,LDEV,IT_NET_BBNDN,TX_IMP_MRCH,5.315112419e-06
2004,LDEV,IT_NET_BBNDN,TX_EXP_MRCH,0.0
2005,LDEV,IT_NET_BBND,TX_IMP_MRCH,0.0
