Year,Units,Series,Value
1998,PCT,NV_IND_SSIS,15.1626757621213
1999,PCT,NV_IND_SSIS,15.4599739294265
2000,PCT,NV_IND_SSIS,15.8026860786774
2001,PCT,NV_IND_SSIS,14.3714566944202
2002,PCT,NV_IND_SSIS,15.2969913064524
2003,PCT,NV_IND_SSIS,12.6440666090158
2004,PCT,NV_IND_SSIS,17.2976339479796
2005,PCT,NV_IND_SSIS,17.3951896851313
2006,PCT,NV_IND_SSIS,17.1208698382715
2007,PCT,NV_IND_SSIS,17.3451956845165
2008,PCT,NV_IND_SSIS,17.0448449579131
2009,PCT,NV_IND_SSIS,13.6866137450499
2010,PCT,NV_IND_SSIS,13.4326819508731
2011,PCT,NV_IND_SSIS,13.1967628077957
2012,PCT,NV_IND_SSIS,20.3351155623043
2013,PCT,NV_IND_SSIS,12.9023184956767
2014,PCT,NV_IND_SSIS,11.8438030317532
2015,PCT,NV_IND_SSIS,11.2327286601838
2016,PCT,NV_IND_SSIS,21.4291493507835
2017,PCT,NV_IND_SSIS,16.9803237754215
2018,PCT,NV_IND_SSIS,16.1681941947857
2019,PCT,NV_IND_SSIS,12.5790577695301
2020,PCT,NV_IND_SSIS,16.3375713167816
2021,PCT,NV_IND_SSIS,14.2210407121329
