Year,Units,Series,Value
1985,NO,SP_ROD_R2KM,97.138692850568
1986,NO,SP_ROD_R2KM,97.148100007646
1987,NO,SP_ROD_R2KM,97.182349813929
1988,NO,SP_ROD_R2KM,97.212609088173
1989,NO,SP_ROD_R2KM,97.228723206657
1990,NO,SP_ROD_R2KM,97.279619444032
1991,NO,SP_ROD_R2KM,97.264346190028
1992,NO,SP_ROD_R2KM,97.263126017337
1993,NO,SP_ROD_R2KM,97.230309531106
1994,NO,SP_ROD_R2KM,97.160783067943
1995,NO,SP_ROD_R2KM,97.276328821393
1996,NO,SP_ROD_R2KM,97.290052356021
1997,NO,SP_ROD_R2KM,97.354056419017
1998,NO,SP_ROD_R2KM,97.250361794501
1999,NO,SP_ROD_R2KM,97.291529875246
2000,NO,SP_ROD_R2KM,97.377543945512
2001,NO,SP_ROD_R2KM,97.300228998433
2002,NO,SP_ROD_R2KM,97.393700787402
2003,NO,SP_ROD_R2KM,97.435996896819
2004,NO,SP_ROD_R2KM,97.577881320035
2005,NO,SP_ROD_R2KM,97.641491285445
2006,NO,SP_ROD_R2KM,97.691950823475
2007,NO,SP_ROD_R2KM,97.731205537397
2008,NO,SP_ROD_R2KM,97.727535338751
2009,NO,SP_ROD_R2KM,97.885486223041
2010,NO,SP_ROD_R2KM,97.911743055287
2011,NO,SP_ROD_R2KM,97.985611510791
2012,NO,SP_ROD_R2KM,98.12230497844
2013,NO,SP_ROD_R2KM,98.172251453891
2014,NO,SP_ROD_R2KM,98.190063248339
2015,NO,SP_ROD_R2KM,98.213581512738
2016,NO,SP_ROD_R2KM,98.249941273197
2017,NO,SP_ROD_R2KM,98.27145182544
2018,NO,SP_ROD_R2KM,98.310063324941
2019,NO,SP_ROD_R2KM,98.354420846513
2020,NO,SP_ROD_R2KM,98.355299795805
2021,NO,SP_ROD_R2KM,98.303159129224
2023,NO,SP_ROD_R2KM,98.369466535933
2022,NO,SP_ROD_R2KM,98.383263718854
