Year,Units,Series,Value
1998,PCT,GR_G14_GDP,71.917132522197
1999,PCT,GR_G14_GDP,77.930813581038
2000,PCT,GR_G14_GDP,77.694834278889
2001,PCT,GR_G14_GDP,80.655919955531
2002,PCT,GR_G14_GDP,78.509883426254
2003,PCT,GR_G14_GDP,76.30201844007
2004,PCT,GR_G14_GDP,74.054982817869
2005,PCT,GR_G14_GDP,72.807858169621
2006,PCT,GR_G14_GDP,78.363511345405
2007,PCT,GR_G14_GDP,80.375647668394
2008,PCT,GR_G14_GDP,73.976432993809
2009,PCT,GR_G14_GDP,67.144540455617
2010,PCT,GR_G14_GDP,69.020897832817
2011,PCT,GR_G14_GDP,71.152373660031
2012,PCT,GR_G14_GDP,70.059656972409
2013,PCT,GR_G14_GDP,67.536646406864
2014,PCT,GR_G14_GDP,71.119133574007
2015,PCT,GR_G14_GDP,75.620203462431
2016,PCT,GR_G14_GDP,78.874956461163
2017,PCT,GR_G14_GDP,82.169117647059
2018,PCT,GR_G14_GDP,79.640533002789
2019,PCT,GR_G14_GDP,80.93455144526
2020,PCT,GR_G14_GDP,74.504748982361
2021,PCT,GR_G14_GDP,76.982872200264
2022,PCT,GR_G14_GDP,78.555332999499
2023,PCT,GR_G14_GDP,74.862385321101
2024,PCT,GR_G14_GDP,76.872783687943
