Year,Units,Series,Value
2007,NO,SH_STA_MORT,0.0
2008,NO,SH_STA_MORT,0.0
2009,NO,SH_STA_MORT,0.0
2010,NO,SH_STA_MORT,0.0
2011,NO,SH_STA_MORT,0.0
2012,NO,SH_STA_MORT,0.0
2013,NO,SH_STA_MORT,0.0
2014,NO,SH_STA_MORT,0.0
2015,NO,SH_STA_MORT,0.0
2016,NO,SH_STA_MORT,0.0
2017,NO,SH_STA_MORT,0.0
2018,NO,SH_STA_MORT,0.0
2019,NO,SH_STA_MORT,0.0
2020,NO,SH_STA_MORT,0.0
2021,NO,SH_STA_MORT,0.0
2007,,,0.0
2008,,,0.0
2009,,,0.0
2010,,,0.0
2011,,,0.0
2012,,,0.0
2013,,,0.0
2014,,,0.0
2015,,,0.0
2016,,,0.0
2017,,,0.0
2018,,,0.0
2019,,,0.0
2020,,,0.0
2021,,,0.0
