Year,Series,Units,Value
2022,Granskarar fyri hvørja millión íbúgvar,ársverk,2760.28158577251
2023,Granskarar fyri hvørja millión íbúgvar,ársverk,2733.72871477184
2024,Granskarar fyri hvørja millión íbúgvar,ársverk,2907.07741339249
