Year,Units,Series,Value
1998,%,"Lønir, sum partur av BTÚ",56.614478501087
1999,%,"Lønir, sum partur av BTÚ",57.021736367103
2000,%,"Lønir, sum partur av BTÚ",57.110230012985
2001,%,"Lønir, sum partur av BTÚ",57.997038325722
2002,%,"Lønir, sum partur av BTÚ",60.262255997616
2003,%,"Lønir, sum partur av BTÚ",61.151369980696
2004,%,"Lønir, sum partur av BTÚ",61.089497929006
2005,%,"Lønir, sum partur av BTÚ",61.523737325879
2006,%,"Lønir, sum partur av BTÚ",58.678856876162
2007,%,"Lønir, sum partur av BTÚ",59.406733737012
2008,%,"Lønir, sum partur av BTÚ",61.294973096891
2009,%,"Lønir, sum partur av BTÚ",61.038760571619
2010,%,"Lønir, sum partur av BTÚ",58.824022814964
2011,%,"Lønir, sum partur av BTÚ",58.054205135067
2012,%,"Lønir, sum partur av BTÚ",57.686973220954
2013,%,"Lønir, sum partur av BTÚ",55.122613098587
2014,%,"Lønir, sum partur av BTÚ",53.784821581432
2015,%,"Lønir, sum partur av BTÚ",53.580874285384
2016,%,"Lønir, sum partur av BTÚ",51.836499772946
2017,%,"Lønir, sum partur av BTÚ",52.489708797073
2018,%,"Lønir, sum partur av BTÚ",54.044241810199
2019,%,"Lønir, sum partur av BTÚ",54.294409533034
2020,%,"Lønir, sum partur av BTÚ",56.235473834158
2021,%,"Lønir, sum partur av BTÚ",54.430412797326
2022,%,"Lønir, sum partur av BTÚ",53.013436768499
