Year,Series,Units,Value
2020,Samantald upphædd av almennum altjóða stuðli (almennur menningarstuðul umframt onnur almenn fígging) til undirstøðukervi,%,0.0
2021,Samantald upphædd av almennum altjóða stuðli (almennur menningarstuðul umframt onnur almenn fígging) til undirstøðukervi,%,0.0
2020,,,0.0
2021,,,0.0
