Year,Units,Series,Value
1996,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-0.197566104175421
1996,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",22.9182946896709
1997,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-8.7286874793917
1997,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",51.4038234364231
1998,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-5.10588252528154
1998,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-5.1863755943328
1999,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-0.197566104175421
2000,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-0.836669804840281
2000,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",9.75434967394894
2001,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",2.61449017874997
2001,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",13.0881195840666
2002,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",1.26811174328442
2002,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",3.46934609363656
2003,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-0.759977360760495
2003,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",2.66736219650497
2004,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-1.93592816998383
2004,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-5.03705222318012
2005,%,Blaðgrøni-a grundfrávik,4.89118
2005,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",4.47702095185824
2005,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",6.28803429596037
2006,%,Blaðgrøni-a grundfrávik,3.70124
2006,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",0.67891899439505
2006,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-3.66797511244391
2007,%,Blaðgrøni-a grundfrávik,3.06608
2007,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",0.562054270956175
2008,%,Blaðgrøni-a grundfrávik,5.38985
2008,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",5.28338723272642
2009,%,Blaðgrøni-a grundfrávik,8.33331
2009,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",6.54318844747699
2009,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",-11.4062390330222
2010,%,Blaðgrøni-a grundfrávik,10.04076
2010,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-6.73497614175494
2010,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",23.0827181681397
2010,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",10.7650663183037
2011,%,Blaðgrøni-a grundfrávik,11.6396
2011,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-1.0503860823426
2011,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-7.1336193607715
2011,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",7.13302112696265
2012,%,Blaðgrøni-a grundfrávik,3.69643
2012,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-7.18578160872526
2012,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-1.87833179506403
2012,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",0.176731184224744
2013,%,Blaðgrøni-a grundfrávik,6.30942
2013,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",1.68736377092057
2013,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-13.8264379096641
2013,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",3.77799633157136
2014,%,Blaðgrøni-a grundfrávik,7.05934
2014,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",1.80584504837274
2014,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-16.6983679939903
2014,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",-7.00486868055228
2015,%,Blaðgrøni-a grundfrávik,4.37811
2015,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",2.48482881995909
2015,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-19.8177162712287
2015,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",4.72602168659936
2016,%,Blaðgrøni-a grundfrávik,2.52618
2016,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-18.3519984060203
2017,%,Blaðgrøni-a grundfrávik,4.39161
2017,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-0.480612351125868
2017,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-10.5692870855625
2018,%,Blaðgrøni-a grundfrávik,3.87649
2018,%,"Blaðgrøni-a mánaðarfrávik, sera stórur títtleiki",1.52241
2018,%,"Blaðgrøni-a mánaðarfrávik, stórur títtleiki",11.00894
2018,%,"Blaðgrøni-a mánaðarfrávik, nakað av títtleika",9.49894
2018,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",-2.61286680972806
2018,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-6.18152911727838
2018,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",-13.7276406484792
2019,%,Blaðgrøni-a grundfrávik,6.09887
2019,%,"Blaðgrøni-a mánaðarfrávik, sera stórur títtleiki",2.40385
2019,%,"Blaðgrøni-a mánaðarfrávik, stórur títtleiki",14.42117
2019,%,"Blaðgrøni-a mánaðarfrávik, nakað av títtleika",12.39925
2019,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",0.001493367856579
2019,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-4.00800733823619
2019,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",-6.69953064412768
2020,%,Blaðgrøni-a grundfrávik,6.08639
2020,%,"Blaðgrøni-a mánaðarfrávik, sera stórur títtleiki",2.97794
2020,%,"Blaðgrøni-a mánaðarfrávik, stórur títtleiki",10.86211
2020,%,"Blaðgrøni-a mánaðarfrávik, nakað av títtleika",7.9429
2020,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",4.71893084429922
2020,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",4.5028651011553
2020,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",11.7623397437227
2021,%,Blaðgrøni-a grundfrávik,3.59289
2021,%,"Blaðgrøni-a mánaðarfrávik, sera stórur títtleiki",2.17138
2021,%,"Blaðgrøni-a mánaðarfrávik, stórur títtleiki",11.39691
2021,%,"Blaðgrøni-a mánaðarfrávik, nakað av títtleika",10.4769
2021,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",1.61646583979172
2021,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-9.23041018945864
2021,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",-0.929298355601193
2022,%,Blaðgrøni-a grundfrávik,5.8465
2022,%,"Blaðgrøni-a mánaðarfrávik, sera stórur títtleiki",2.41868
2022,%,"Blaðgrøni-a mánaðarfrávik, stórur títtleiki",11.56152
2022,%,"Blaðgrøni-a mánaðarfrávik, nakað av títtleika",10.10695
2022,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, nitrat",2.08480103163893
2022,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, silikat",-15.5878048422747
2022,%,"Taðevni í Skopunarfirði, frávik frá miðalvirði, fosfar",1.42640097039801
