Year,Series,Units,Value
2022,Researchers per million inhabitants,full-time equivalent,2760.28158577251
2023,Researchers per million inhabitants,full-time equivalent,2733.72871477184
2024,Researchers per million inhabitants,full-time equivalent,2907.07741339249
