Year,Value,Units,Series
1988,56.2864,DKK mill.,Faroese merchandise import
1988,92.2814,DKK mill.,Faroese merchandise export
1988,1.74765089084975,Per cent of total trade,Faroese merchandise import
1988,3.93581729623007,Per cent of total trade,Faroese merchandise export
1989,45.0167,DKK mill.,Faroese merchandise import
1989,23.0665,DKK mill.,Faroese merchandise export
1989,1.77911030691784,Per cent of total trade,Faroese merchandise import
1989,0.911640274687631,Per cent of total trade,Faroese merchandise export
1990,33.3541,DKK mill.,Faroese merchandise import
1990,9.6577,DKK mill.,Faroese merchandise export
1990,1.60032591777006,Per cent of total trade,Faroese merchandise import
1990,0.374552664620874,Per cent of total trade,Faroese merchandise export
1991,33.2322,DKK mill.,Faroese merchandise import
1991,18.7134,DKK mill.,Faroese merchandise export
1991,1.71635361340566,Per cent of total trade,Faroese merchandise import
1991,0.672812512628672,Per cent of total trade,Faroese merchandise export
1992,57.2174,DKK mill.,Faroese merchandise import
1992,22.6652,DKK mill.,Faroese merchandise export
1992,2.85819986968174,Per cent of total trade,Faroese merchandise import
1992,0.85894353946571,Per cent of total trade,Faroese merchandise export
1993,45.5506,DKK mill.,Faroese merchandise import
1993,37.7538,DKK mill.,Faroese merchandise export
1993,3.19405004347848,Per cent of total trade,Faroese merchandise import
1993,1.77046270688178,Per cent of total trade,Faroese merchandise export
1994,65.933,DKK mill.,Faroese merchandise import
1994,7.4311,DKK mill.,Faroese merchandise export
1994,4.20988229531009,Per cent of total trade,Faroese merchandise import
1994,0.357895558128469,Per cent of total trade,Faroese merchandise export
1995,68.4153,DKK mill.,Faroese merchandise import
1995,10.4663,DKK mill.,Faroese merchandise export
1995,3.81621939960754,Per cent of total trade,Faroese merchandise import
1995,0.516530526493664,Per cent of total trade,Faroese merchandise export
1996,87.7282,DKK mill.,Faroese merchandise import
1996,91.2863,DKK mill.,Faroese merchandise export
1996,4.08019826086876,Per cent of total trade,Faroese merchandise import
1996,3.76611747223,Per cent of total trade,Faroese merchandise export
1997,98.1914000000001,DKK mill.,Faroese merchandise import
1997,51.0948,DKK mill.,Faroese merchandise export
1997,4.14336557846112,Per cent of total trade,Faroese merchandise import
1997,1.98427494302008,Per cent of total trade,Faroese merchandise export
1998,228.521,DKK mill.,Faroese merchandise import
1998,35.9537,DKK mill.,Faroese merchandise export
1998,8.78098842095795,Per cent of total trade,Faroese merchandise import
1998,1.22533984685817,Per cent of total trade,Faroese merchandise export
1999,235.0997,DKK mill.,Faroese merchandise import
1999,29.2059,DKK mill.,Faroese merchandise export
1999,7.12145682837715,Per cent of total trade,Faroese merchandise import
1999,0.893074114060626,Per cent of total trade,Faroese merchandise export
