Year,Value,Units,Series
2012,100.0,per cent,Total waste
2013,100.0,per cent,Total waste
2014,100.0,per cent,Total waste
2015,100.0,per cent,Total waste
2016,100.0,per cent,Total waste
2012,69.8,per cent,Incineration
2013,67.3,per cent,Incineration
2014,65.4,per cent,Incineration
2015,66.7,per cent,Incineration
2016,64.9,per cent,Incineration
2012,14.2,per cent,Landfill
2013,15.4,per cent,Landfill
2014,16.6,per cent,Landfill
2015,12.5,per cent,Landfill
2016,16.8,per cent,Landfill
2012,13.7,per cent,Recycling
2013,15.6,per cent,Recycling
2014,15.4,per cent,Recycling
2015,18.8,per cent,Recycling
2016,16.3,per cent,Recycling
2012,2.3,per cent,Extraordinarily polluting
2013,1.6,per cent,Extraordinarily polluting
2014,2.6,per cent,Extraordinarily polluting
2015,2.0,per cent,Extraordinarily polluting
2016,2.0,per cent,Extraordinarily polluting
2012,43866.0,tonnes,Total waste
2013,45300.0,tonnes,Total waste
2014,51079.0,tonnes,Total waste
2015,49902.0,tonnes,Total waste
2016,51885.0,tonnes,Total waste
2012,30638.0,tonnes,Incineration
2013,30490.0,tonnes,Incineration
2014,33396.0,tonnes,Incineration
2015,33282.0,tonnes,Incineration
2016,33677.0,tonnes,Incineration
2012,6222.0,tonnes,Landfill
2013,6993.0,tonnes,Landfill
2014,8487.0,tonnes,Landfill
2015,6237.0,tonnes,Landfill
2016,8691.0,tonnes,Landfill
2012,6008.0,tonnes,Recycling
2013,7084.0,tonnes,Recycling
2014,7869.0,tonnes,Recycling
2015,9385.0,tonnes,Recycling
2016,8482.0,tonnes,Recycling
2012,998.0,tonnes,Extraordinarily polluting
2013,733.0,tonnes,Extraordinarily polluting
2014,1327.0,tonnes,Extraordinarily polluting
2015,998.0,tonnes,Extraordinarily polluting
2016,1035.0,tonnes,Extraordinarily polluting
2012,43866.0,tonnes,
2013,45300.0,tonnes,
2014,51079.0,tonnes,
2015,49902.0,tonnes,
2016,51885.0,tonnes,
