Year,Value,Units,Series
2002,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2003,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2004,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2005,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2006,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2007,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2007,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2008,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2008,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2009,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2009,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2010,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2010,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2011,4.13860177339086,"Number of victims of intentional homicide per 100,000 population",The police
2011,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2012,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2012,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2013,2.07867796081692,"Number of victims of intentional homicide per 100,000 population",The police
2013,2.07867796081692,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2014,2.06675622610313,"Number of victims of intentional homicide per 100,000 population",The police
2014,4.13351245220626,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2015,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2015,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2016,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2016,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2017,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2017,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2018,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2018,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2019,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2019,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2020,0.0,"Number of victims of intentional homicide per 100,000 population",The police
2020,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
2021,0.0,"Number of victims of intentional homicide per 100,000 population",The Chief Medical Officer
