Year,Value,Units,Series
1997,0.0,pct.,Net official development assistance as a proportion of the gross national income (GNI)
1998,0.002599495697835,pct.,Net official development assistance as a proportion of the gross national income (GNI)
1999,0.032432102532804,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2000,0.0,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2001,0.0,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2002,0.028866693608914,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2003,0.002928314852413,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2004,0.00282262617139,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2005,0.056255741319125,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2006,0.025651173121189,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2006,0.002422969753261,pct.,Disaster relief as a proportion og GNI
2007,0.023868631169983,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2007,0.004206372271594,pct.,Disaster relief as a proportion og GNI
2008,0.023016890198045,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2008,0.002350213085986,pct.,Disaster relief as a proportion og GNI
2009,0.024863367307916,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2009,0.002494055833597,pct.,Disaster relief as a proportion og GNI
2010,0.022250905105627,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2010,0.002267488001209,pct.,Disaster relief as a proportion og GNI
2011,0.014141071327564,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2011,0.002121160699135,pct.,Disaster relief as a proportion og GNI
2012,0.013490816430537,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2012,0.003397546971087,pct.,Disaster relief as a proportion og GNI
2013,0.012608895753869,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2013,0.003152286984207,pct.,Disaster relief as a proportion og GNI
2014,0.01481806381251,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2014,0.0,pct.,Disaster relief as a proportion og GNI
2015,0.008811368925239,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2015,0.007060391767018,pct.,Disaster relief as a proportion og GNI
2016,0.012772958114916,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2016,0.005109183245966,pct.,Disaster relief as a proportion og GNI
2017,0.009797198967989,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2017,0.022233623237022,pct.,Disaster relief as a proportion og GNI
2018,0.028568662099683,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2018,0.014523976664811,pct.,Disaster relief as a proportion og GNI
2019,0.027311137251792,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2019,0.012336051670434,pct.,Disaster relief as a proportion og GNI
2020,0.010574820872738,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2020,0.03067740589802,pct.,Disaster relief as a proportion og GNI
2021,0.017765173322522,pct.,Net official development assistance as a proportion of the gross national income (GNI)
2021,0.019501317656598,pct.,Disaster relief as a proportion og GNI
