Year,Value,Units,Series
1993,0.8849944875,In number,Red List Index
1994,0.90887532125,In number,Red List Index
1995,0.85447866916667,In number,Red List Index
1996,0.8851053875,In number,Red List Index
1997,0.907572354375,In number,Red List Index
1998,0.85164644104167,In number,Red List Index
1999,0.88525798125,In number,Red List Index
2000,0.90628149416667,In number,Red List Index
2001,0.849285105,In number,Red List Index
2002,0.88415129583333,In number,Red List Index
2003,0.90496099770833,In number,Red List Index
2004,0.84665165083333,In number,Red List Index
2005,0.88356944375,In number,Red List Index
2006,0.9043829125,In number,Red List Index
2007,0.845633980625,In number,Red List Index
2008,0.88519659225665,In number,Red List Index
2009,0.90588592213919,In number,Red List Index
2010,0.84069621875,In number,Red List Index
2011,0.88588287581465,In number,Red List Index
2012,0.91006521098186,In number,Red List Index
2013,0.83796408625,In number,Red List Index
2014,0.88456322541057,In number,Red List Index
2015,0.91214148729907,In number,Red List Index
2016,0.83797469909369,In number,Red List Index
2017,0.88467982359872,In number,Red List Index
2018,0.91777159101086,In number,Red List Index
2019,0.83215731638101,In number,Red List Index
2020,0.88570795904019,In number,Red List Index
