Year,Value,Units,Series
2015,92.571428571429,pct.,Participation rate in organized learning for 6 year olds
2016,93.082706766917,pct.,Participation rate in organized learning for 6 year olds
2017,101.144492131617,pct.,Participation rate in organized learning for 6 year olds
2019,99.572039942939,pct.,Participation rate in organized learning for 6 year olds
2020,96.148555708391,pct.,Participation rate in organized learning for 6 year olds
2021,99.588477366255,pct.,Participation rate in organized learning for 6 year olds
2015,100.5,,
2016,89.5,,
2017,102.6,,
2018,,,
2019,96.3,,
2020,95.4,,
2021,96.9,,
