Year,Value,Units,Series
1998,73.75011820011619,pct.,Merchandise trade as a proportion of GDP (%)
1999,82.43294775645101,pct.,Merchandise trade as a proportion of GDP (%)
2000,93.08337970691889,pct.,Merchandise trade as a proportion of GDP (%)
2001,86.3700850186917,pct.,Merchandise trade as a proportion of GDP (%)
2002,79.73575721452339,pct.,Merchandise trade as a proportion of GDP (%)
2003,87.32906825141751,pct.,Merchandise trade as a proportion of GDP (%)
2004,70.89188247590289,pct.,Merchandise trade as a proportion of GDP (%)
2005,75.3861461195869,pct.,Merchandise trade as a proportion of GDP (%)
2006,70.9201830198271,pct.,Merchandise trade as a proportion of GDP (%)
2007,75.2444454916005,pct.,Merchandise trade as a proportion of GDP (%)
2008,73.7279122714417,pct.,Merchandise trade as a proportion of GDP (%)
2009,67.6892329940125,pct.,Merchandise trade as a proportion of GDP (%)
2010,69.3584053926278,pct.,Merchandise trade as a proportion of GDP (%)
2011,79.63516346282499,pct.,Merchandise trade as a proportion of GDP (%)
2012,86.82243323020019,pct.,Merchandise trade as a proportion of GDP (%)
2013,82.34106628718929,pct.,Merchandise trade as a proportion of GDP (%)
2014,76.3194903025412,pct.,Merchandise trade as a proportion of GDP (%)
2015,75.3681353583184,pct.,Merchandise trade as a proportion of GDP (%)
2016,77.2797837175656,pct.,Merchandise trade as a proportion of GDP (%)
2017,81.22071453981809,pct.,Merchandise trade as a proportion of GDP (%)
2018,77.8289329916364,pct.,Merchandise trade as a proportion of GDP (%)
2019,80.76638834443409,pct.,Merchandise trade as a proportion of GDP (%)
2020,76.6114672364672,pct.,Merchandise trade as a proportion of GDP (%)
2021,83.4054256346879,pct.,Merchandise trade as a proportion of GDP (%)
2022,97.8984433060571,pct.,Merchandise trade as a proportion of GDP (%)
1998,4.26601105002229,pct.,"Personal remittances, received, as a proportion of GDP (%)"
1999,4.31041057582306,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2000,3.90697458727509,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2001,3.24437954994978,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2002,2.96726766999454,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2003,3.44440738607077,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2004,2.85390779235861,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2005,3.66246564957832,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2006,3.57872102811138,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2007,3.81688382065358,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2008,4.51720144638679,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2009,5.25473437918904,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2010,5.37813972640344,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2011,6.11926319075866,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2012,6.49098474341193,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2013,6.69424496144554,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2014,6.30701690023724,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2015,5.96177166945776,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2016,5.64520387365219,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2017,5.19794684149006,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2018,5.16965651508831,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2019,4.77891054977439,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2020,4.44219523166892,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2021,4.12536227469343,pct.,"Personal remittances, received, as a proportion of GDP (%)"
2022,3.91498392436303,pct.,"Personal remittances, received, as a proportion of GDP (%)"
1998,19.3942750618018,pct.,Current account balance as a proportion of GDP (%)
1999,14.8328460658447,pct.,Current account balance as a proportion of GDP (%)
2000,9.27239844184752,pct.,Current account balance as a proportion of GDP (%)
2001,12.5394803607858,pct.,Current account balance as a proportion of GDP (%)
2002,10.0759946356728,pct.,Current account balance as a proportion of GDP (%)
2003,-3.49898426366696,pct.,Current account balance as a proportion of GDP (%)
2004,5.25393876050014,pct.,Current account balance as a proportion of GDP (%)
2005,-5.68748223254051,pct.,Current account balance as a proportion of GDP (%)
2006,-3.11450407127439,pct.,Current account balance as a proportion of GDP (%)
2007,-3.44304910900109,pct.,Current account balance as a proportion of GDP (%)
2008,-4.74802461063362,pct.,Current account balance as a proportion of GDP (%)
2009,-5.66988114291286,pct.,Current account balance as a proportion of GDP (%)
2010,4.03608302450778,pct.,Current account balance as a proportion of GDP (%)
2011,12.0378216850274,pct.,Current account balance as a proportion of GDP (%)
2012,-1.31299121590384,pct.,Current account balance as a proportion of GDP (%)
2013,7.71287685739815,pct.,Current account balance as a proportion of GDP (%)
2014,9.31897669185805,pct.,Current account balance as a proportion of GDP (%)
2015,8.50262747589074,pct.,Current account balance as a proportion of GDP (%)
2016,12.6368926297114,pct.,Current account balance as a proportion of GDP (%)
2017,14.8056106113737,pct.,Current account balance as a proportion of GDP (%)
2018,5.98863658938753,pct.,Current account balance as a proportion of GDP (%)
2019,10.1361927538294,pct.,Current account balance as a proportion of GDP (%)
2020,6.51006522717049,pct.,Current account balance as a proportion of GDP (%)
2021,6.14452693234928,pct.,Current account balance as a proportion of GDP (%)
2022,5.06630951860521,pct.,Current account balance as a proportion of GDP (%)
2003,61.5461866968273,pct.,External debt stocks as a proportion of GNI (%)
2004,59.75203915171289,pct.,External debt stocks as a proportion of GNI (%)
2005,75.2482139586005,pct.,External debt stocks as a proportion of GNI (%)
2006,84.23552752552541,pct.,External debt stocks as a proportion of GNI (%)
2007,107.94207852053,pct.,External debt stocks as a proportion of GNI (%)
2008,118.353637530926,pct.,External debt stocks as a proportion of GNI (%)
2009,140.353093726103,pct.,External debt stocks as a proportion of GNI (%)
2010,144.096414564561,pct.,External debt stocks as a proportion of GNI (%)
2011,127.917424851537,pct.,External debt stocks as a proportion of GNI (%)
2012,131.256127160986,pct.,External debt stocks as a proportion of GNI (%)
2013,133.704043079318,pct.,External debt stocks as a proportion of GNI (%)
2014,131.212965367454,pct.,External debt stocks as a proportion of GNI (%)
2015,133.202516628527,pct.,External debt stocks as a proportion of GNI (%)
2016,119.31500359157,pct.,External debt stocks as a proportion of GNI (%)
2017,109.876391456555,pct.,External debt stocks as a proportion of GNI (%)
2018,114.256742074893,pct.,External debt stocks as a proportion of GNI (%)
2019,141.795667016221,pct.,External debt stocks as a proportion of GNI (%)
2020,158.454348341016,pct.,External debt stocks as a proportion of GNI (%)
1998,669.6957,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
1999,698.3384,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2000,809.0294,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2001,831.8834,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2002,788.1192,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2003,658.9874,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2004,598.9296,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2005,600.3365,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2006,594.6975,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2007,544.5551,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2008,509.8641,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2009,535.5082,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2010,562.567,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2011,536.2177,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2012,579.7216,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2013,561.6029,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2014,561.9046,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2015,672.6867,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2016,673.2704,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2017,659.5303,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2018,631.7425,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2019,667.0252,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2020,653.4273,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2021,629.1752,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
2022,708.3019,"DKK per US$, annual average",DEC alternative conversion factor (LCU per US$)
1998,44.7958177421752,pct.,Tax revenue as a proportion of GDP (%)
1999,46.0124570992755,pct.,Tax revenue as a proportion of GDP (%)
2000,45.0635318122797,pct.,Tax revenue as a proportion of GDP (%)
2001,44.2594260979424,pct.,Tax revenue as a proportion of GDP (%)
2002,45.2788953459494,pct.,Tax revenue as a proportion of GDP (%)
2003,45.2411994784876,pct.,Tax revenue as a proportion of GDP (%)
2004,43.3737854681996,pct.,Tax revenue as a proportion of GDP (%)
2005,43.449256135696,pct.,Tax revenue as a proportion of GDP (%)
2006,43.4163701067616,pct.,Tax revenue as a proportion of GDP (%)
2007,44.8169702110281,pct.,Tax revenue as a proportion of GDP (%)
2008,45.3634480096426,pct.,Tax revenue as a proportion of GDP (%)
2009,43.847134999878094,pct.,Tax revenue as a proportion of GDP (%)
2010,43.053331503256,pct.,Tax revenue as a proportion of GDP (%)
2011,43.8339057133937,pct.,Tax revenue as a proportion of GDP (%)
2012,42.8784807425584,pct.,Tax revenue as a proportion of GDP (%)
2013,40.141642121984304,pct.,Tax revenue as a proportion of GDP (%)
2014,39.7210604837724,pct.,Tax revenue as a proportion of GDP (%)
2015,40.822313333718306,pct.,Tax revenue as a proportion of GDP (%)
2016,39.513258915842094,pct.,Tax revenue as a proportion of GDP (%)
2017,40.951364537277,pct.,Tax revenue as a proportion of GDP (%)
2018,42.0381627828436,pct.,Tax revenue as a proportion of GDP (%)
2019,41.6606610879814,pct.,Tax revenue as a proportion of GDP (%)
2020,43.7982643574749,pct.,Tax revenue as a proportion of GDP (%)
2021,41.780172151193696,pct.,Tax revenue as a proportion of GDP (%)
2022,40.6234724170684,pct.,Tax revenue as a proportion of GDP (%)
1998,31.5520012968241,pct.,Cash surplus/deficit as a proportion of GDP (%)
1999,14.8328460658447,pct.,Cash surplus/deficit as a proportion of GDP (%)
2000,9.27239844184752,pct.,Cash surplus/deficit as a proportion of GDP (%)
2001,12.5394803607858,pct.,Cash surplus/deficit as a proportion of GDP (%)
2002,10.0759946356728,pct.,Cash surplus/deficit as a proportion of GDP (%)
2003,-3.49999494658541,pct.,Cash surplus/deficit as a proportion of GDP (%)
2004,5.25393876050013,pct.,Cash surplus/deficit as a proportion of GDP (%)
2005,-5.68748223254051,pct.,Cash surplus/deficit as a proportion of GDP (%)
2006,-3.11533749489528,pct.,Cash surplus/deficit as a proportion of GDP (%)
2007,-3.44304910900109,pct.,Cash surplus/deficit as a proportion of GDP (%)
2008,-4.74802461063362,pct.,Cash surplus/deficit as a proportion of GDP (%)
2009,-5.66988114291285,pct.,Cash surplus/deficit as a proportion of GDP (%)
