Year,Value,Units,Series
1970,75.0,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1971,73.0,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1972,70.5,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1973,72.0,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1974,74.4,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1975,66.7,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1976,65.4,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1977,62.5,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1978,48.7,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1979,60.1,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1980,54.8,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1981,54.4,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1982,45.2,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1983,32.8,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1984,35.5,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1985,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1985,25.1,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1986,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1986,26.2,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1987,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1987,21.5,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1988,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1988,17.9,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1989,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1989,25.3,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1990,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1990,28.7,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1991,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1991,22.3,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1992,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1992,28.0,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1993,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1993,27.7,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1994,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1994,23.6,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1995,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1995,18.4,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1996,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1996,14.6,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1997,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1997,15.2,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1998,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1998,17.9,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
1999,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
1999,14.4,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2000,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2000,15.7,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2001,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2001,11.0,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2002,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2002,12.0,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2003,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2003,12.7,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2004,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2004,12.1,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2005,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2005,9.4,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2006,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2006,8.6,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2007,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2007,9.0,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2008,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2008,14.3,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2009,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2009,13.6,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2010,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2010,10.1,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2011,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2011,13.7,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2012,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2012,9.9,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2013,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2013,12.5,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2014,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2014,14.9,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
2015,0.0,In number,"Adolescent birth rate (aged 10-14 years) per 1,000 women in that age group"
2015,8.2,In number,"Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group"
