Year,Value,Units,Series
1998,71.917132522197,pct.,Total
1999,77.930813581038,pct.,Total
2000,77.694834278889,pct.,Total
2001,80.655919955531,pct.,Total
2002,78.509883426254,pct.,Total
2003,76.30201844007,pct.,Total
2004,74.054982817869,pct.,Total
2005,72.807858169621,pct.,Total
2006,78.363511345405,pct.,Total
2007,80.375647668394,pct.,Total
2008,73.976432993809,pct.,Total
2009,67.144540455617,pct.,Total
2010,69.020897832817,pct.,Total
2011,71.152373660031,pct.,Total
2012,70.059656972409,pct.,Total
2013,67.536646406864,pct.,Total
2014,71.119133574007,pct.,Total
2015,75.620203462431,pct.,Total
2016,78.874956461163,pct.,Total
2017,82.169117647059,pct.,Total
2018,79.640533002789,pct.,Total
2019,80.93455144526,pct.,Total
2020,74.504748982361,pct.,Total
2021,76.982872200264,pct.,Total
2022,78.555332999499,pct.,Total
2023,74.862385321101,pct.,Total
2024,76.872783687943,pct.,Total
