Year,Value,Units,Series
1998,16805.0795077822,DKK per capita,Manufacturing value added per capita
1998,10.1003687843625,pct.,Manufacturing value added as a proportion of GDP
1999,18931.8772058334,DKK per capita,Manufacturing value added per capita
1999,10.8414897673827,pct.,Manufacturing value added as a proportion of GDP
2000,19860.2805322022,DKK per capita,Manufacturing value added per capita
2000,10.5302819514005,pct.,Manufacturing value added as a proportion of GDP
2001,23365.962156296,DKK per capita,Manufacturing value added per capita
2001,11.2595400084915,pct.,Manufacturing value added as a proportion of GDP
2002,23988.4973622168,DKK per capita,Manufacturing value added per capita
2002,11.2700541399692,pct.,Manufacturing value added as a proportion of GDP
2003,21788.4209867006,DKK per capita,Manufacturing value added per capita
2003,10.5474869369233,pct.,Manufacturing value added as a proportion of GDP
2004,20589.9735600601,DKK per capita,Manufacturing value added per capita
2004,9.6088336623698,pct.,Manufacturing value added as a proportion of GDP
2005,20052.2723972702,DKK per capita,Manufacturing value added per capita
2005,9.1604283142234,pct.,Manufacturing value added as a proportion of GDP
2006,22242.742420784,DKK per capita,Manufacturing value added per capita
2006,8.9334677923442,pct.,Manufacturing value added as a proportion of GDP
2007,23584.1143271372,DKK per capita,Manufacturing value added per capita
2007,8.9429744991322,pct.,Manufacturing value added as a proportion of GDP
2008,23242.9029894641,DKK per capita,Manufacturing value added per capita
2008,8.8721176646683,pct.,Manufacturing value added as a proportion of GDP
2009,21843.650221444,DKK per capita,Manufacturing value added per capita
2009,8.61490466248,pct.,Manufacturing value added as a proportion of GDP
2010,22185.9942012237,DKK per capita,Manufacturing value added per capita
2010,8.1979838648183,pct.,Manufacturing value added as a proportion of GDP
2011,22215.3215538925,DKK per capita,Manufacturing value added per capita
2011,7.9768966593818,pct.,Manufacturing value added as a proportion of GDP
2012,24185.0989522701,DKK per capita,Manufacturing value added per capita
2012,8.2748319641524,pct.,Manufacturing value added as a proportion of GDP
2013,24205.4247441551,DKK per capita,Manufacturing value added per capita
2013,7.7022867922031,pct.,Manufacturing value added as a proportion of GDP
2014,30725.9623835472,DKK per capita,Manufacturing value added per capita
2014,9.084794678015,pct.,Manufacturing value added as a proportion of GDP
2015,33048.4097167484,DKK per capita,Manufacturing value added per capita
2015,9.3214760062366,pct.,Manufacturing value added as a proportion of GDP
2016,31710.5236544568,DKK per capita,Manufacturing value added per capita
2016,8.2785058770105,pct.,Manufacturing value added as a proportion of GDP
2017,36255.174821686895,DKK per capita,Manufacturing value added per capita
2017,9.2351476342938,pct.,Manufacturing value added as a proportion of GDP
2018,35604.5338812265,DKK per capita,Manufacturing value added per capita
2018,8.9938812404394,pct.,Manufacturing value added as a proportion of GDP
2019,43897.8606469342,DKK per capita,Manufacturing value added per capita
2019,10.4125258775413,pct.,Manufacturing value added as a proportion of GDP
2020,44132.3322026146,DKK per capita,Manufacturing value added per capita
2020,10.8515144699355,pct.,Manufacturing value added as a proportion of GDP
2021,46547.9009283271,DKK per capita,Manufacturing value added per capita
2021,10.7790320194258,pct.,Manufacturing value added as a proportion of GDP
2022,48501.83269150471,DKK per capita,Manufacturing value added per capita
2022,10.3861729651105,pct.,Manufacturing value added as a proportion of GDP
