Year,Value,Units,Series
1985,0.0,pct.,Married before age 15
1985,0.470035252643948,pct.,Married before age 18
1986,0.0,pct.,Married before age 15
1986,0.510493477027794,pct.,Married before age 18
1987,0.0,pct.,Married before age 15
1987,0.435492651061513,pct.,Married before age 18
1988,0.0,pct.,Married before age 15
1988,0.261917234154007,pct.,Married before age 18
1989,0.0,pct.,Married before age 15
1989,0.203148806500762,pct.,Married before age 18
1990,0.0,pct.,Married before age 15
1990,0.367068694284216,pct.,Married before age 18
1991,0.0,pct.,Married before age 15
1991,0.345622119815668,pct.,Married before age 18
1992,0.0,pct.,Married before age 15
1992,0.181708055723804,pct.,Married before age 18
1993,0.0,pct.,Married before age 15
1993,0.275292498279422,pct.,Married before age 18
1994,0.0,pct.,Married before age 15
1994,0.327600327600328,pct.,Married before age 18
1995,0.0,pct.,Married before age 15
1995,0.26857654431513,pct.,Married before age 18
1996,0.0,pct.,Married before age 15
1996,0.434782608695652,pct.,Married before age 18
1997,0.0,pct.,Married before age 15
1997,0.327332242225859,pct.,Married before age 18
1998,0.0,pct.,Married before age 15
1998,0.31496062992126,pct.,Married before age 18
1999,0.0,pct.,Married before age 15
1999,0.231124807395994,pct.,Married before age 18
2000,0.0,pct.,Married before age 15
2000,0.153727901614143,pct.,Married before age 18
2001,0.0,pct.,Married before age 15
2001,0.149700598802395,pct.,Married before age 18
2002,0.0,pct.,Married before age 15
2002,0.145666423889294,pct.,Married before age 18
2003,0.0,pct.,Married before age 15
2003,0.071994240460763,pct.,Married before age 18
2004,0.0,pct.,Married before age 15
2004,0.074571215510813,pct.,Married before age 18
2005,0.0,pct.,Married before age 15
2005,0.0,pct.,Married before age 18
2006,0.0,pct.,Married before age 15
2006,0.0,pct.,Married before age 18
2007,0.0,pct.,Married before age 15
2007,0.0,pct.,Married before age 18
2008,0.0,pct.,Married before age 15
2008,0.0,pct.,Married before age 18
2009,0.0,pct.,Married before age 15
2009,0.0,pct.,Married before age 18
2010,0.0,pct.,Married before age 15
2010,0.0,pct.,Married before age 18
2011,0.0,pct.,Married before age 15
2011,0.0,pct.,Married before age 18
2012,0.0,pct.,Married before age 15
2012,0.0,pct.,Married before age 18
2013,0.0,pct.,Married before age 15
2013,0.0,pct.,Married before age 18
2014,0.0,pct.,Married before age 15
2014,0.0,pct.,Married before age 18
2015,0.0,pct.,Married before age 15
2015,0.0,pct.,Married before age 18
2016,0.0,pct.,Married before age 15
2016,0.0,pct.,Married before age 18
2017,0.0,pct.,Married before age 15
2017,0.072306579898771,pct.,Married before age 18
2018,0.0,pct.,Married before age 15
2018,0.073260073260073,pct.,Married before age 18
2019,0.0,pct.,Married before age 15
2019,0.07496251874063,pct.,Married before age 18
2020,0.0,pct.,Married before age 15
2020,0.141143260409315,pct.,Married before age 18
2021,0.0,pct.,Married before age 15
2021,0.13986013986014,pct.,Married before age 18
2022,0.0,pct.,Married before age 15
2022,0.071530758226037,pct.,Married before age 18
2023,0.0,pct.,Married before age 15
2023,0.070521861777151,pct.,Married before age 18
2024,0.0,pct.,Married before age 15
2024,0.069348127600555,pct.,Married before age 18
2025,0.0,pct.,Married before age 15
2025,0.0,pct.,Married before age 18
