Year,Value,Units,Series
2020,0.0,pct.,Total official international support (official development assistance plus other official flows) to infrastructure
2021,0.0,pct.,Total official international support (official development assistance plus other official flows) to infrastructure
2020,0.0,,
2021,0.0,,
