Year,Value,Units,Series
2015,11.71,pct.,Manufacturing employment as a proportion of total employment
2016,11.71,pct.,Manufacturing employment as a proportion of total employment
2017,11.9,pct.,Manufacturing employment as a proportion of total employment
2018,11.34,pct.,Manufacturing employment as a proportion of total employment
2019,11.69,pct.,Manufacturing employment as a proportion of total employment
2020,11.86,pct.,Manufacturing employment as a proportion of total employment
2021,11.04,pct.,Manufacturing employment as a proportion of total employment
2022,11.03,pct.,Manufacturing employment as a proportion of total employment
2023,10.8,pct.,Manufacturing employment as a proportion of total employment
2024,10.23,pct.,Manufacturing employment as a proportion of total employment
2025,10.01,pct.,Manufacturing employment as a proportion of total employment
