Year,Units,Series,Value
1993,L,SH_ALC_CONSPT,6.3
1994,L,SH_ALC_CONSPT,6.3
1995,L,SH_ALC_CONSPT,6.3
1996,L,SH_ALC_CONSPT,6.7
1997,L,SH_ALC_CONSPT,6.6
1998,L,SH_ALC_CONSPT,6.6
1999,L,SH_ALC_CONSPT,6.6
2000,L,SH_ALC_CONSPT,6.8
2001,L,SH_ALC_CONSPT,7.0
2002,L,SH_ALC_CONSPT,7.1
2003,L,SH_ALC_CONSPT,7.0
2004,L,SH_ALC_CONSPT,6.8
2005,L,SH_ALC_CONSPT,6.6
2006,L,SH_ALC_CONSPT,6.9
2007,L,SH_ALC_CONSPT,7.2
2008,L,SH_ALC_CONSPT,7.0
2009,L,SH_ALC_CONSPT,6.9
2010,L,SH_ALC_CONSPT,6.7
2011,L,SH_ALC_CONSPT,6.4
2012,L,SH_ALC_CONSPT,6.6
2013,L,SH_ALC_CONSPT,6.3
2014,L,SH_ALC_CONSPT,6.3
2015,L,SH_ALC_CONSPT,6.4
2016,L,SH_ALC_CONSPT,6.3
2017,L,SH_ALC_CONSPT,6.5
2018,L,SH_ALC_CONSPT,6.4
2019,L,SH_ALC_CONSPT,6.4
2020,L,SH_ALC_CONSPT,6.5
2021,L,SH_ALC_CONSPT,6.7
2022,L,SH_ALC_CONSPT,6.5
