Year,Series,Units,Value
2011,Sustainable fisheries as a proportion of GDP,pct.,10.4205017542179
2013,Sustainable fisheries as a proportion of GDP,pct.,10.3213712974397
2015,Sustainable fisheries as a proportion of GDP,pct.,10.1919404036779
2017,Sustainable fisheries as a proportion of GDP,pct.,13.6012369467238
2019,Sustainable fisheries as a proportion of GDP,pct.,11.5240503607663
