"Year","Value"
"2009",0.82
"2010",3.30
"2011",7.20
"2012",-1.68
"2013",7.33
"2014",3.95
"2015",-1.74
"2016",1.42
"2017",1.51
"2018",-1.76
"2019",2.48
"2020",-2.73
"2021",5.42
