"Year","Value"
"1991",0.0
"1992",2.1
"1993",2.2
"1994",0.0
"1995",4.6
"1996",0.0
"1997",0.0
"1998",6.7
"1999",4.4
"2000",13.1
"2001",2.1
"2002",0.0
"2003",2.1
"2004",0.0
"2005",0.0
"2006",2.1
"2007",2.1
"2008",2.1
"2009",0.0
"2010",4.1
"2011",4.1
"2012",4.2
"2013",8.3
"2014",2.1
"2015",4.1
"2016",4.0
"2017",2.0
"2018",2.0
"2019",1.9
