Year,Units,Series,Value
2007,DKK,DC_TOF_WASHL,0.0
2008,DKK,DC_TOF_WASHL,0.0
2009,DKK,DC_TOF_WASHL,0.0
2010,DKK,DC_TOF_WASHL,1058.6
2011,DKK,DC_TOF_WASHL,711.227
2012,DKK,DC_TOF_WASHL,425.0
2013,DKK,DC_TOF_WASHL,645.61
2014,DKK,DC_TOF_WASHL,628.0
2020,DKK,DC_TOF_WASHL,68.533
2021,DKK,DC_TOF_WASHL,248.536
